mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,1737,0,snp,freebayes,1.0,167
G_103_A,1744,0,snp,freebayes,1.0,9
T_110_C,1745,0,snp,freebayes,1.0,215
T_119_C,1741,1,snp,freebayes,0.9994259471871412,51
A_137_G,1706,0,snp,freebayes,1.0,219
T_144_C,1687,3,snp,freebayes,0.9982248520710059,218
C_185_T,1640,2,snp,freebayes,0.9987819732034104,21
T_206_G,229,0,snp,freebayes,1.0,144
T_212_C,282,1,snp,freebayes,0.9964664310954063,37
A_218_T,280,1,snp,freebayes,0.99644128113879,151
G_233_T,1109,0,snp,freebayes,1.0,203
G_344_A,1250,0,snp,freebayes,1.0,212
CAAAAAACT_440_CAAAAAAACT,17,245,ins,freebayes,0.0648854961832061,96
T_521_C,340,0,snp,freebayes,1.0,168
C_648_T,3139,2,snp,freebayes,0.9993632601082458,231
T_702_C,3560,1,snp,freebayes,0.9997191800056164,17
C_726_T,3590,0,snp,freebayes,1.0,124
T_768_C,1498,0,snp,freebayes,1.0,234
C_810_T,1213,1,snp,freebayes,0.999176276771005,216
C_861_T,198,0,snp,freebayes,1.0,141
T_900_C,1269,0,snp,freebayes,1.0,208
A_960_C,1269,0,snp,freebayes,1.0,202
T_969_A,1259,0,snp,freebayes,1.0,207
T_1005_A,1155,1,snp,freebayes,0.9991349480968859,181
G_1193_A,756,0,snp,freebayes,1.0,217
C_1208_T,889,1,snp,freebayes,0.998876404494382,211
T_1241_C,964,0,snp,freebayes,1.0,234
C_1271_T,952,0,snp,freebayes,1.0,240
G_1390_A,315,0,snp,freebayes,1.0,178
T_1448_C,237,2,snp,freebayes,0.9916317991631799,159
C_1514_T,230,0,snp,freebayes,1.0,6
A_1574_G,109,0,snp,freebayes,1.0,141
T_1946_C,103,0,snp,freebayes,1.0,99
C_1953_T,102,0,snp,freebayes,1.0,102
C_2246_T,111,0,snp,freebayes,1.0,97
A_2343_T,1451,2,snp,freebayes,0.9986235375086029,225
T_2398_C,1827,1,snp,freebayes,0.99945295404814,212
G_2422_A,1624,0,snp,freebayes,1.0,21
T_2440_C,1441,0,snp,freebayes,1.0,224
C_2544_T,412,0,snp,freebayes,1.0,187
A_2593_G,374,0,snp,freebayes,1.0,187
G_2628_A,625,0,snp,freebayes,1.0,6
C_2638_T,627,2,snp,freebayes,0.9968203497615262,203
G_2725_A,484,1,snp,freebayes,0.9979381443298969,37
C_2745_T,270,0,snp,freebayes,1.0,5
A_2767_G,261,0,snp,freebayes,1.0,160
T_2824_C,312,0,snp,freebayes,1.0,159
C_2875_A,288,0,snp,freebayes,1.0,169
G_2950_A,115,0,snp,freebayes,1.0,130
T_3014_C,348,0,snp,freebayes,1.0,167
T_3064_A,323,0,snp,freebayes,1.0,165
T_3085_A,318,0,snp,freebayes,1.0,145
C_3097_A,298,0,snp,freebayes,1.0,139
C_3110_T,194,0,snp,freebayes,1.0,101
C_3250_T,1896,0,snp,freebayes,1.0,220
A_3262_G,1907,3,snp,freebayes,0.9984293193717277,233
T_3299_C,1889,0,snp,freebayes,1.0,234
C_3316_T,1850,1,snp,freebayes,0.9994597514856834,234
T_3371_C,488,0,snp,freebayes,1.0,197
T_3376_C,313,0,snp,freebayes,1.0,185
T_3391_C,238,0,snp,freebayes,1.0,176
C_3400_T,236,0,snp,freebayes,1.0,158
T_3430_G,236,0,snp,freebayes,1.0,169
T_3436_C,235,0,snp,freebayes,1.0,172
C_3490_T,174,0,snp,freebayes,1.0,13
T_3547_C,233,0,snp,freebayes,1.0,20
C_3568_T,259,0,snp,freebayes,1.0,184
T_3577_C,1149,0,snp,freebayes,1.0,221
T_3631_C,1228,0,snp,freebayes,1.0,57
C_3730_T,285,0,snp,freebayes,1.0,165
T_3736_C,233,0,snp,freebayes,1.0,144
C_3799_T,199,0,snp,freebayes,1.0,166
C_3814_T,225,0,snp,freebayes,1.0,33
T_3898_C,552,2,snp,freebayes,0.9963898916967509,192
T_4012_C,339,0,snp,freebayes,1.0,143
G_4022_A,314,0,snp,freebayes,1.0,123
T_4028_A,316,0,snp,freebayes,1.0,123
