mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
T_110_C,191,0,snp,freebayes,1.0,215
T_119_C,187,2,snp,freebayes,0.9894179894179894,51
A_137_G,191,0,snp,freebayes,1.0,219
T_144_C,186,0,snp,freebayes,1.0,218
G_233_T,156,0,snp,freebayes,1.0,203
G_344_A,172,0,snp,freebayes,1.0,212
C_648_T,427,2,snp,freebayes,0.9953379953379954,231
C_726_T,560,0,snp,freebayes,1.0,124
T_768_C,283,0,snp,freebayes,1.0,234
C_810_T,194,0,snp,freebayes,1.0,216
T_900_C,136,0,snp,freebayes,1.0,208
A_960_C,131,0,snp,freebayes,1.0,202
T_969_A,125,0,snp,freebayes,1.0,207
T_1005_A,115,0,snp,freebayes,1.0,181
A_1181_G,393,0,snp,freebayes,1.0,6
G_1193_A,426,1,snp,freebayes,0.9976580796252927,217
C_1202_T,446,0,snp,freebayes,1.0,6
C_1208_T,649,0,snp,freebayes,1.0,211
T_1241_C,686,0,snp,freebayes,1.0,234
C_1271_T,742,0,snp,freebayes,1.0,240
G_1390_A,156,0,snp,freebayes,1.0,178
T_1448_C,110,0,snp,freebayes,1.0,159
T_2330_G,167,39,snp,freebayes,0.8106796116504854,38
A_2343_T,237,1,snp,freebayes,0.9957983193277311,225
T_2398_C,316,0,snp,freebayes,1.0,212
G_2422_A,300,1,snp,freebayes,0.9966777408637874,21
T_2440_C,303,0,snp,freebayes,1.0,224
GAAAAAAGATAG_2452_GAAAAAAAGATAG,24,269,ins,freebayes,0.08191126279863481,139
C_2544_T,152,0,snp,freebayes,1.0,187
A_2593_G,103,0,snp,freebayes,1.0,187
C_2638_T,158,0,snp,freebayes,1.0,203
G_2725_A,155,0,snp,freebayes,1.0,37
C_3250_T,268,0,snp,freebayes,1.0,220
A_3262_G,275,1,snp,freebayes,0.9963768115942029,233
T_3299_C,293,0,snp,freebayes,1.0,234
C_3316_T,299,0,snp,freebayes,1.0,234
T_3371_C,143,0,snp,freebayes,1.0,197
T_3376_C,117,0,snp,freebayes,1.0,185
T_3391_C,115,0,snp,freebayes,1.0,176
C_3400_T,119,0,snp,freebayes,1.0,158
T_3430_G,101,0,snp,freebayes,1.0,169
C_3568_T,101,0,snp,freebayes,1.0,184
T_3577_C,263,0,snp,freebayes,1.0,221
CAAAAAATATG_3597_CAAAAAAATATG,26,240,ins,freebayes,0.09774436090225563,111
T_3631_C,256,0,snp,freebayes,1.0,57
CAAAAAAAGTC_3696_CAAAAAAAAGTC,27,262,ins,freebayes,0.09342560553633218,129
C_3730_T,135,0,snp,freebayes,1.0,165
T_3736_C,128,0,snp,freebayes,1.0,144
C_3799_T,109,0,snp,freebayes,1.0,166
C_3814_T,105,0,snp,freebayes,1.0,33
T_3898_C,118,0,snp,freebayes,1.0,192
T_4229_C,170,0,snp,freebayes,1.0,188
A_4294_T,174,0,snp,freebayes,1.0,114
G_4396_A,119,0,snp,freebayes,1.0,157
C_4417_T,176,0,snp,freebayes,1.0,191
A_4448_C,231,0,snp,freebayes,1.0,19
G_4514_A,184,0,snp,freebayes,1.0,111
A_4520_T,184,0,snp,freebayes,1.0,160
C_4529_T,164,0,snp,freebayes,1.0,168
T_4534_C,159,0,snp,freebayes,1.0,181
TT_4642_CT,73,0,snp,freebayes,1.0,29
A_4669_C,419,0,snp,freebayes,1.0,233
A_4686_G,447,1,snp,freebayes,0.9977678571428571,231
A_4702_G,443,0,snp,freebayes,1.0,136
T_4814_C,334,0,snp,freebayes,1.0,216
C_4928_T,562,0,snp,freebayes,1.0,7
A_4989_T,641,0,snp,freebayes,1.0,225
A_5076_C,137,1,snp,freebayes,0.9927536231884058,144
C_5117_T,164,0,snp,freebayes,1.0,164
C_5125_A,148,0,snp,freebayes,1.0,175
T_5138_C,181,0,snp,freebayes,1.0,195
C_5165_T,212,0,snp,freebayes,1.0,178
T_5210_C,245,0,snp,freebayes,1.0,167
CAAAAAACC_5231_CAAAAAAACC,26,192,ins,freebayes,0.11926605504587157,18
CAAAAAAACCAA_5266_CAAAAAAAACCAA,11,117,ins,freebayes,0.0859375,29
A_5280_C,118,0,snp,freebayes,1.0,191
A_5661_T,270,0,snp,freebayes,1.0,214
G_5668_A,272,0,snp,freebayes,1.0,160
A_5734_T,282,0,snp,freebayes,1.0,217
C_5751_T,273,0,snp,freebayes,1.0,214
A_5844_T,253,0,snp,freebayes,1.0,206
G_5865_A,264,0,snp,freebayes,1.0,214
G_5894_A,273,0,snp,freebayes,1.0,213
A_5945_G,138,0,snp,freebayes,1.0,187
T_7602_C,154,0,snp,freebayes,1.0,213
G_7632_A,165,0,snp,freebayes,1.0,213
G_7788_A,119,0,snp,freebayes,1.0,4
T_7833_A,132,0,snp,freebayes,1.0,191
A_7857_G,157,0,snp,freebayes,1.0,6
C_7884_T,162,0,snp,freebayes,1.0,197
T_7899_C,218,0,snp,freebayes,1.0,209
CAAAAAAC_7908_CAAAAAAAC,29,173,ins,freebayes,0.14356435643564355,113
G_7917_A,198,0,snp,freebayes,1.0,221
T_7938_C,175,0,snp,freebayes,1.0,207
A_7995_G,122,0,snp,freebayes,1.0,185
C_8017_T,123,0,snp,freebayes,1.0,26
G_8202_A,121,0,snp,freebayes,1.0,125
T_8212_C,120,0,snp,freebayes,1.0,126
CAAAAGAAC_8225_CAAAAAAAC,94,0,snp,freebayes,1.0,78
T_8243_A,119,0,snp,freebayes,1.0,119
A_8265_G,112,0,snp,freebayes,1.0,30
G_12973_T,126,0,snp,freebayes,1.0,85
C_13087_A,101,0,snp,freebayes,1.0,48
T_13105_C,108,0,snp,freebayes,1.0,10
A_13210_G,186,0,snp,freebayes,1.0,144
G_13249_A,151,0,snp,freebayes,1.0,16
