mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,1692,0,snp,freebayes,1.0,167
G_96_A,1705,1,snp,freebayes,0.9994138335287222,17
T_110_C,1691,0,snp,freebayes,1.0,215
T_119_C,1677,2,snp,freebayes,0.9988088147706968,51
A_137_G,1639,0,snp,freebayes,1.0,219
T_144_C,1621,1,snp,freebayes,0.9993834771886559,218
C_194_T,110,0,snp,freebayes,1.0,7
T_206_G,227,0,snp,freebayes,1.0,144
T_212_C,294,0,snp,freebayes,1.0,37
A_218_T,299,0,snp,freebayes,1.0,151
G_233_T,1077,2,snp,freebayes,0.9981464318813716,203
G_344_A,1106,0,snp,freebayes,1.0,212
C_467_T,355,0,snp,freebayes,1.0,13
T_506_C,417,0,snp,freebayes,1.0,11
T_521_C,463,0,snp,freebayes,1.0,168
C_623_A,2755,4,snp,freebayes,0.9985501993475897,19
C_648_T,2921,0,snp,freebayes,1.0,231
C_726_T,3765,0,snp,freebayes,1.0,124
T_768_C,1591,0,snp,freebayes,1.0,234
T_783_A,1508,0,snp,freebayes,1.0,17
C_810_T,1300,0,snp,freebayes,1.0,216
C_861_T,193,0,snp,freebayes,1.0,141
T_900_C,1333,0,snp,freebayes,1.0,208
A_960_C,1339,1,snp,freebayes,0.9992537313432835,202
T_969_A,1314,0,snp,freebayes,1.0,207
T_1005_A,1226,2,snp,freebayes,0.998371335504886,181
G_1193_A,699,1,snp,freebayes,0.9985714285714286,217
C_1208_T,911,0,snp,freebayes,1.0,211
T_1241_C,972,0,snp,freebayes,1.0,234
C_1271_T,947,0,snp,freebayes,1.0,240
G_1390_A,224,0,snp,freebayes,1.0,178
G_1397_A,200,0,snp,freebayes,1.0,11
T_1448_C,210,0,snp,freebayes,1.0,159
A_1568_G,110,0,snp,freebayes,1.0,8
A_1574_G,104,0,snp,freebayes,1.0,141
T_1871_A,116,0,snp,freebayes,1.0,77
T_1926_C,135,0,snp,freebayes,1.0,11
T_1946_C,135,0,snp,freebayes,1.0,99
C_1953_T,133,0,snp,freebayes,1.0,102
G_1970_A,111,0,snp,freebayes,1.0,98
C_2175_T,116,0,snp,freebayes,1.0,86
C_2246_T,143,0,snp,freebayes,1.0,97
A_2343_T,1233,2,snp,freebayes,0.9983805668016195,225
C_2425_A,1421,2,snp,freebayes,0.9985945186226283,20
T_2440_C,1310,0,snp,freebayes,1.0,224
C_2544_T,477,0,snp,freebayes,1.0,187
A_2552_G,477,0,snp,freebayes,1.0,15
A_2593_G,588,0,snp,freebayes,1.0,187
C_2638_T,750,2,snp,freebayes,0.9973404255319149,203
A_2767_G,174,0,snp,freebayes,1.0,160
T_2824_C,202,1,snp,freebayes,0.9950738916256158,159
C_2875_A,236,0,snp,freebayes,1.0,169
G_2950_A,150,0,snp,freebayes,1.0,130
T_3014_C,134,0,snp,freebayes,1.0,167
T_3064_A,167,0,snp,freebayes,1.0,165
T_3085_A,161,0,snp,freebayes,1.0,145
C_3091_T,154,0,snp,freebayes,1.0,11
C_3097_A,145,0,snp,freebayes,1.0,139
C_3250_T,1687,2,snp,freebayes,0.9988158673771462,220
