mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
G_62_A,1022,0,snp,freebayes,1.0,4
C_88_T,1017,0,snp,freebayes,1.0,167
T_110_C,1031,0,snp,freebayes,1.0,215
A_137_G,1034,0,snp,freebayes,1.0,219
T_144_C,1023,0,snp,freebayes,1.0,218
T_206_G,141,0,snp,freebayes,1.0,144
A_218_T,165,0,snp,freebayes,1.0,151
G_227_A,543,0,snp,freebayes,1.0,85
G_233_T,549,0,snp,freebayes,1.0,203
G_344_A,584,0,snp,freebayes,1.0,212
T_521_C,289,0,snp,freebayes,1.0,168
G_580_A,210,0,snp,freebayes,1.0,50
C_648_T,2036,0,snp,freebayes,1.0,231
G_690_A,1923,1,snp,freebayes,0.9994802494802495,94
T_768_C,1298,0,snp,freebayes,1.0,234
C_810_T,1189,0,snp,freebayes,1.0,216
C_861_T,115,0,snp,freebayes,1.0,141
T_900_C,947,0,snp,freebayes,1.0,208
A_960_C,949,0,snp,freebayes,1.0,202
T_969_A,943,0,snp,freebayes,1.0,207
T_1005_A,908,0,snp,freebayes,1.0,181
G_1193_A,968,0,snp,freebayes,1.0,217
C_1208_T,1167,0,snp,freebayes,1.0,211
T_1241_C,1239,0,snp,freebayes,1.0,234
C_1271_T,1160,0,snp,freebayes,1.0,240
G_1390_A,310,0,snp,freebayes,1.0,178
T_1448_C,480,0,snp,freebayes,1.0,159
G_1631_A,186,0,snp,freebayes,1.0,118
T_1871_A,111,0,snp,freebayes,1.0,77
T_1940_C,134,0,snp,freebayes,1.0,5
T_1946_C,133,0,snp,freebayes,1.0,99
C_1953_T,133,0,snp,freebayes,1.0,102
C_1961_T,138,0,snp,freebayes,1.0,5
G_1970_A,115,0,snp,freebayes,1.0,98
A_2114_G,104,0,snp,freebayes,1.0,91
C_2246_T,115,0,snp,freebayes,1.0,97
A_2343_T,1141,3,snp,freebayes,0.9973776223776224,225
T_2398_C,1247,0,snp,freebayes,1.0,212
T_2440_C,1132,0,snp,freebayes,1.0,224
C_2544_T,368,0,snp,freebayes,1.0,187
A_2593_G,426,0,snp,freebayes,1.0,187
C_2638_T,596,4,snp,freebayes,0.9933333333333333,203
C_2653_T,616,0,snp,freebayes,1.0,5
A_2749_G,185,0,snp,freebayes,1.0,3
A_2767_G,228,0,snp,freebayes,1.0,160
T_2824_C,222,0,snp,freebayes,1.0,159
C_2875_A,178,0,snp,freebayes,1.0,169
T_3014_C,233,0,snp,freebayes,1.0,167
T_3064_A,252,0,snp,freebayes,1.0,165
T_3085_A,246,0,snp,freebayes,1.0,145
C_3097_A,235,0,snp,freebayes,1.0,139
C_3250_T,2045,2,snp,freebayes,0.9990229604298974,220
A_3262_G,2058,0,snp,freebayes,1.0,233
T_3299_C,2042,0,snp,freebayes,1.0,234
C_3316_T,2008,0,snp,freebayes,1.0,234
T_3371_C,455,1,snp,freebayes,0.9978070175438597,197
T_3376_C,296,0,snp,freebayes,1.0,185
T_3391_C,152,0,snp,freebayes,1.0,176
C_3400_T,143,0,snp,freebayes,1.0,158
T_3430_G,146,0,snp,freebayes,1.0,169
T_3436_C,146,0,snp,freebayes,1.0,172
C_3568_T,449,0,snp,freebayes,1.0,184
T_3577_C,1634,0,snp,freebayes,1.0,221
T_3619_C,1380,0,snp,freebayes,1.0,96
C_3730_T,115,0,snp,freebayes,1.0,165
T_3898_C,472,0,snp,freebayes,1.0,192
T_4012_C,128,0,snp,freebayes,1.0,143
G_4022_A,112,0,snp,freebayes,1.0,123
