mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
G_619_A,353,0,snp,freebayes,1.0,12
C_648_T,367,1,snp,freebayes,0.9972826086956522,231
G_690_A,350,0,snp,freebayes,1.0,94
T_768_C,232,0,snp,freebayes,1.0,234
C_810_T,209,0,snp,freebayes,1.0,216
T_900_C,141,0,snp,freebayes,1.0,208
A_960_C,140,0,snp,freebayes,1.0,202
T_969_A,137,0,snp,freebayes,1.0,207
G_1193_A,151,0,snp,freebayes,1.0,217
C_1208_T,191,0,snp,freebayes,1.0,211
T_1241_C,212,1,snp,freebayes,0.9953051643192489,234
C_1271_T,205,0,snp,freebayes,1.0,240
A_2343_T,199,1,snp,freebayes,0.995,225
T_2398_C,247,0,snp,freebayes,1.0,212
T_2440_C,222,0,snp,freebayes,1.0,224
C_2449_T,228,0,snp,freebayes,1.0,6
C_2638_T,146,2,snp,freebayes,0.9864864864864865,203
C_2731_T,149,0,snp,freebayes,1.0,43
C_3250_T,286,0,snp,freebayes,1.0,220
A_3262_G,292,0,snp,freebayes,1.0,233
T_3299_C,296,0,snp,freebayes,1.0,234
C_3316_T,286,0,snp,freebayes,1.0,234
G_3361_A,269,0,snp,freebayes,1.0,78
C_3568_T,101,0,snp,freebayes,1.0,184
T_3619_C,201,0,snp,freebayes,1.0,96
A_4669_C,270,0,snp,freebayes,1.0,233
A_4686_G,271,0,snp,freebayes,1.0,231
G_4742_A,277,0,snp,freebayes,1.0,9
T_4814_C,149,0,snp,freebayes,1.0,216
G_4937_A,126,0,snp,freebayes,1.0,9
T_4973_C,126,0,snp,freebayes,1.0,38
A_4989_T,151,0,snp,freebayes,1.0,225
T_5006_C,143,0,snp,freebayes,1.0,104
A_5661_T,459,0,snp,freebayes,1.0,214
C_5685_T,452,0,snp,freebayes,1.0,82
A_5734_T,441,0,snp,freebayes,1.0,217
C_5751_T,437,0,snp,freebayes,1.0,214
A_5844_T,426,0,snp,freebayes,1.0,206
C_5850_T,422,0,snp,freebayes,1.0,33
G_5865_A,427,0,snp,freebayes,1.0,214
G_5894_A,446,0,snp,freebayes,1.0,213
A_5945_G,262,0,snp,freebayes,1.0,187
T_7602_C,285,0,snp,freebayes,1.0,213
G_7632_A,306,0,snp,freebayes,1.0,213
T_7833_A,216,0,snp,freebayes,1.0,191
C_7884_T,251,0,snp,freebayes,1.0,197
T_7899_C,374,2,snp,freebayes,0.9946808510638298,209
G_7917_A,314,1,snp,freebayes,0.9968253968253968,221
T_7938_C,294,0,snp,freebayes,1.0,207
A_7995_G,198,0,snp,freebayes,1.0,185
