mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
T_110_C,2003,0,snp,freebayes,1.0,215
A_137_G,2020,2,snp,freebayes,0.9990108803165183,219
T_144_C,2024,0,snp,freebayes,1.0,218
T_206_G,2018,0,snp,freebayes,1.0,144
A_218_T,2012,0,snp,freebayes,1.0,151
G_233_T,2002,0,snp,freebayes,1.0,203
G_344_A,1005,0,snp,freebayes,1.0,212
T_521_C,176,0,snp,freebayes,1.0,168
G_616_T,2397,2,snp,freebayes,0.9991663192997082,34
C_648_T,3929,0,snp,freebayes,1.0,231
C_726_T,4337,0,snp,freebayes,1.0,124
T_768_C,4297,4,snp,freebayes,0.9990699837247152,234
C_810_T,4035,2,snp,freebayes,0.9995045826108496,216
C_861_T,1307,0,snp,freebayes,1.0,141
T_900_C,759,0,snp,freebayes,1.0,208
A_960_C,740,0,snp,freebayes,1.0,202
T_969_A,726,1,snp,freebayes,0.9986244841815681,207
T_1005_A,673,0,snp,freebayes,1.0,181
G_1193_A,1585,0,snp,freebayes,1.0,217
C_1208_T,1566,2,snp,freebayes,0.9987244897959183,211
T_1241_C,1574,0,snp,freebayes,1.0,234
C_1271_T,1677,0,snp,freebayes,1.0,240
G_1390_A,450,0,snp,freebayes,1.0,178
T_1442_A,198,0,snp,freebayes,1.0,19
A_2343_T,1095,0,snp,freebayes,1.0,225
T_2398_C,1504,0,snp,freebayes,1.0,212
T_2440_C,1354,0,snp,freebayes,1.0,224
C_2544_T,1465,0,snp,freebayes,1.0,187
A_2593_G,1338,0,snp,freebayes,1.0,187
C_2622_T,1037,0,snp,freebayes,1.0,29
C_2638_T,625,7,snp,freebayes,0.9889240506329114,203
A_2767_G,121,0,snp,freebayes,1.0,160
T_2824_C,130,0,snp,freebayes,1.0,159
C_2875_A,158,0,snp,freebayes,1.0,169
G_2950_A,154,0,snp,freebayes,1.0,130
T_3014_C,138,0,snp,freebayes,1.0,167
T_3064_A,129,0,snp,freebayes,1.0,165
T_3085_A,129,0,snp,freebayes,1.0,145
C_3097_A,128,0,snp,freebayes,1.0,139
C_3110_T,107,1,snp,freebayes,0.9907407407407407,101
G_3115_A,104,0,snp,freebayes,1.0,106
C_3250_T,1156,1,snp,freebayes,0.9991356957649092,220
A_3262_G,1174,0,snp,freebayes,1.0,233
T_3299_C,1162,0,snp,freebayes,1.0,234
C_3316_T,1151,0,snp,freebayes,1.0,234
T_3371_C,1045,1,snp,freebayes,0.9990439770554493,197
T_3376_C,1042,0,snp,freebayes,1.0,185
T_3391_C,1044,0,snp,freebayes,1.0,176
T_3430_G,1594,2,snp,freebayes,0.9987468671679198,169
T_3436_C,1578,0,snp,freebayes,1.0,172
G_3538_A,820,0,snp,freebayes,1.0,31
