mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
T_110_C,249,0,snp,freebayes,1.0,215
A_137_G,245,0,snp,freebayes,1.0,219
T_144_C,244,0,snp,freebayes,1.0,218
G_233_T,260,0,snp,freebayes,1.0,203
G_344_A,253,1,snp,freebayes,0.9960629921259843,212
G_616_T,363,0,snp,freebayes,1.0,34
C_648_T,385,0,snp,freebayes,1.0,231
G_662_A,399,0,snp,freebayes,1.0,7
C_678_T,404,0,snp,freebayes,1.0,9
C_726_T,600,0,snp,freebayes,1.0,124
T_768_C,290,2,snp,freebayes,0.9931506849315068,234
C_810_T,259,0,snp,freebayes,1.0,216
T_900_C,151,0,snp,freebayes,1.0,208
A_960_C,140,0,snp,freebayes,1.0,202
T_969_A,133,0,snp,freebayes,1.0,207
T_1005_A,117,0,snp,freebayes,1.0,181
T_1124_G,245,20,snp,freebayes,0.9245283018867925,4
G_1193_A,337,0,snp,freebayes,1.0,217
C_1208_T,487,0,snp,freebayes,1.0,211
T_1241_C,515,0,snp,freebayes,1.0,234
C_1271_T,539,0,snp,freebayes,1.0,240
G_1390_A,109,0,snp,freebayes,1.0,178
A_2343_T,300,0,snp,freebayes,1.0,225
T_2398_C,364,0,snp,freebayes,1.0,212
T_2440_C,338,0,snp,freebayes,1.0,224
GAAAAAAGATAG_2452_GAAAAAAAGATAG,37,313,ins,freebayes,0.10571428571428572,139
C_2476_A,397,0,snp,freebayes,1.0,8
C_2544_T,135,0,snp,freebayes,1.0,187
G_2564_A,137,0,snp,freebayes,1.0,7
A_2593_G,118,0,snp,freebayes,1.0,187
C_2622_T,179,0,snp,freebayes,1.0,29
C_2638_T,173,4,snp,freebayes,0.9774011299435028,203
C_3250_T,323,0,snp,freebayes,1.0,220
A_3262_G,327,0,snp,freebayes,1.0,233
T_3299_C,340,0,snp,freebayes,1.0,234
C_3316_T,343,0,snp,freebayes,1.0,234
T_3371_C,119,0,snp,freebayes,1.0,197
T_3376_C,101,0,snp,freebayes,1.0,185
T_3391_C,101,0,snp,freebayes,1.0,176
T_3430_G,103,1,snp,freebayes,0.9903846153846154,169
T_3436_C,102,0,snp,freebayes,1.0,172
T_3577_C,271,1,snp,freebayes,0.9963235294117647,221
CAAAAAATATG_3597_CAAAAAAATATG,27,263,ins,freebayes,0.09310344827586207,111
T_3613_A,301,0,snp,freebayes,1.0,33
CAAAAAAAGT_3696_CAAAAAAAAGT,31,240,ins,freebayes,0.11439114391143912,6
C_3730_T,110,0,snp,freebayes,1.0,165
T_3898_C,136,0,snp,freebayes,1.0,192
T_3916_C,128,0,snp,freebayes,1.0,53
C_4224_A,108,0,snp,freebayes,1.0,22
T_4229_C,112,0,snp,freebayes,1.0,188
G_4248_A,113,0,snp,freebayes,1.0,22
A_4294_T,112,0,snp,freebayes,1.0,114
G_4396_A,113,0,snp,freebayes,1.0,157
T_4408_C,121,0,snp,freebayes,1.0,147
C_4417_T,166,0,snp,freebayes,1.0,191
T_4462_C,167,0,snp,freebayes,1.0,31
G_4514_A,114,0,snp,freebayes,1.0,111
A_4520_T,111,0,snp,freebayes,1.0,160
C_4529_T,113,0,snp,freebayes,1.0,168
T_4534_C,111,0,snp,freebayes,1.0,181
A_4669_C,584,1,snp,freebayes,0.9982905982905983,233
A_4686_G,604,0,snp,freebayes,1.0,231
A_4694_T,600,0,snp,freebayes,1.0,35
A_4702_G,605,0,snp,freebayes,1.0,136
A_4727_G,632,0,snp,freebayes,1.0,59
T_4814_C,376,0,snp,freebayes,1.0,216
A_4989_T,651,0,snp,freebayes,1.0,225
C_4996_T,625,1,snp,freebayes,0.9984025559105432,38
T_5050_A,143,0,snp,freebayes,1.0,28
C_5056_T,143,0,snp,freebayes,1.0,142
C_5117_T,100,1,snp,freebayes,0.9900990099009901,164
T_5138_C,107,0,snp,freebayes,1.0,195
C_5165_T,129,1,snp,freebayes,0.9923076923076923,178
G_5261_A,187,0,snp,freebayes,1.0,32
A_5280_C,170,0,snp,freebayes,1.0,191
T_5302_C,153,0,snp,freebayes,1.0,190
T_5618_G,164,65,snp,freebayes,0.7161572052401747,10
A_5661_T,266,0,snp,freebayes,1.0,214
T_5697_C,249,1,snp,freebayes,0.996,133
A_5734_T,238,1,snp,freebayes,0.99581589958159,217
C_5751_T,239,0,snp,freebayes,1.0,214
A_5844_T,223,0,snp,freebayes,1.0,206
G_5865_A,234,1,snp,freebayes,0.9957446808510638,214
G_5894_A,245,0,snp,freebayes,1.0,213
A_5945_G,110,0,snp,freebayes,1.0,187
T_7602_C,247,0,snp,freebayes,1.0,213
G_7632_A,263,0,snp,freebayes,1.0,213
T_7650_C,270,0,snp,freebayes,1.0,35
C_7884_T,102,0,snp,freebayes,1.0,197
CAAAAAACT_7908_CAAAAAAACT,31,179,ins,freebayes,0.14761904761904762,45
G_7917_A,220,0,snp,freebayes,1.0,221
T_7938_C,244,0,snp,freebayes,1.0,207
A_7995_G,203,0,snp,freebayes,1.0,185
A_13210_G,106,0,snp,freebayes,1.0,144
