mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,1583,0,snp,freebayes,1.0,167
T_110_C,1597,0,snp,freebayes,1.0,215
A_137_G,1578,2,snp,freebayes,0.9987341772151899,219
T_144_C,1571,0,snp,freebayes,1.0,218
T_206_G,246,0,snp,freebayes,1.0,144
A_218_T,333,0,snp,freebayes,1.0,151
G_233_T,1202,0,snp,freebayes,1.0,203
G_344_A,1238,0,snp,freebayes,1.0,212
T_521_C,256,0,snp,freebayes,1.0,168
G_584_A,152,0,snp,freebayes,1.0,2
C_648_T,2073,0,snp,freebayes,1.0,231
C_726_T,3066,1,snp,freebayes,0.9996739484838605,124
T_768_C,1556,3,snp,freebayes,0.9980756895445798,234
G_795_A,1490,0,snp,freebayes,1.0,4
C_810_T,1487,1,snp,freebayes,0.9993279569892473,216
C_861_T,135,0,snp,freebayes,1.0,141
T_900_C,416,0,snp,freebayes,1.0,208
A_960_C,417,0,snp,freebayes,1.0,202
T_969_A,406,0,snp,freebayes,1.0,207
G_1193_A,1340,0,snp,freebayes,1.0,217
C_1208_T,1534,0,snp,freebayes,1.0,211
T_1235_C,1497,0,snp,freebayes,1.0,2
T_1241_C,1609,1,snp,freebayes,0.9993788819875776,234
G_1390_A,439,0,snp,freebayes,1.0,178
T_1448_C,360,0,snp,freebayes,1.0,159
A_1574_G,170,0,snp,freebayes,1.0,141
G_1610_A,168,0,snp,freebayes,1.0,2
G_1631_A,123,0,snp,freebayes,1.0,118
T_1871_A,104,1,snp,freebayes,0.9904761904761905,77
T_1946_C,141,0,snp,freebayes,1.0,99
C_1953_T,142,0,snp,freebayes,1.0,102
G_1970_A,128,0,snp,freebayes,1.0,98
G_2036_A,107,0,snp,freebayes,1.0,66
A_2114_G,144,0,snp,freebayes,1.0,91
C_2175_T,109,0,snp,freebayes,1.0,86
C_2246_T,119,0,snp,freebayes,1.0,97
A_2343_T,1500,3,snp,freebayes,0.998003992015968,225
T_2440_C,1517,1,snp,freebayes,0.9993412384716732,224
C_2544_T,346,0,snp,freebayes,1.0,187
C_2578_T,412,0,snp,freebayes,1.0,2
A_2593_G,389,0,snp,freebayes,1.0,187
C_2638_T,685,2,snp,freebayes,0.9970887918486172,203
