mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,1852,3,snp,freebayes,0.9983827493261456,167
G_96_A,1862,1,snp,freebayes,0.9994632313472893,17
T_110_C,1864,0,snp,freebayes,1.0,215
T_119_C,1845,8,snp,freebayes,0.995682676740421,51
A_137_G,1826,2,snp,freebayes,0.9989059080962801,219
T_144_C,1821,0,snp,freebayes,1.0,218
C_194_T,159,0,snp,freebayes,1.0,7
T_206_G,282,0,snp,freebayes,1.0,144
T_212_C,392,0,snp,freebayes,1.0,37
A_218_T,392,0,snp,freebayes,1.0,151
G_233_T,1246,0,snp,freebayes,1.0,203
G_344_A,1299,1,snp,freebayes,0.9992307692307693,212
CAAAAAACT_440_CAAAAAAACT,40,361,ins,freebayes,0.09975062344139651,96
C_467_T,418,0,snp,freebayes,1.0,13
T_506_C,473,0,snp,freebayes,1.0,11
T_521_C,531,0,snp,freebayes,1.0,168
C_623_A,1166,0,snp,freebayes,1.0,19
C_648_T,1218,1,snp,freebayes,0.9991796554552912,231
C_726_T,1401,0,snp,freebayes,1.0,124
T_768_C,675,0,snp,freebayes,1.0,234
T_783_A,639,0,snp,freebayes,1.0,17
C_810_T,528,0,snp,freebayes,1.0,216
C_861_T,143,0,snp,freebayes,1.0,141
T_900_C,496,1,snp,freebayes,0.9979879275653923,208
A_960_C,494,0,snp,freebayes,1.0,202
T_969_A,488,0,snp,freebayes,1.0,207
T_1005_A,442,0,snp,freebayes,1.0,181
G_1193_A,660,0,snp,freebayes,1.0,217
C_1208_T,845,0,snp,freebayes,1.0,211
T_1241_C,863,0,snp,freebayes,1.0,234
C_1271_T,809,0,snp,freebayes,1.0,240
G_1390_A,255,0,snp,freebayes,1.0,178
G_1397_A,225,0,snp,freebayes,1.0,11
T_1448_C,235,0,snp,freebayes,1.0,159
A_1568_G,106,0,snp,freebayes,1.0,8
A_1574_G,110,0,snp,freebayes,1.0,141
G_1631_A,105,0,snp,freebayes,1.0,118
T_1926_C,105,0,snp,freebayes,1.0,11
T_1946_C,105,0,snp,freebayes,1.0,99
C_1953_T,104,0,snp,freebayes,1.0,102
C_2175_T,119,0,snp,freebayes,1.0,86
C_2246_T,139,0,snp,freebayes,1.0,97
A_2343_T,927,0,snp,freebayes,1.0,225
C_2425_A,1018,0,snp,freebayes,1.0,20
T_2440_C,917,0,snp,freebayes,1.0,224
GAAAAAAGATA_2452_GAAAAAAAGATA,67,797,ins,freebayes,0.0775462962962963,4
C_2544_T,335,0,snp,freebayes,1.0,187
A_2552_G,331,0,snp,freebayes,1.0,15
A_2593_G,392,0,snp,freebayes,1.0,187
C_2638_T,464,3,snp,freebayes,0.9935760171306209,203
A_2767_G,153,0,snp,freebayes,1.0,160
T_2824_C,166,0,snp,freebayes,1.0,159
C_2875_A,169,0,snp,freebayes,1.0,169
T_3014_C,139,0,snp,freebayes,1.0,167
T_3064_A,170,0,snp,freebayes,1.0,165
T_3085_A,160,0,snp,freebayes,1.0,145
C_3091_T,155,0,snp,freebayes,1.0,11
C_3097_A,149,1,snp,freebayes,0.9933333333333333,139
C_3250_T,1116,2,snp,freebayes,0.998211091234347,220
A_3262_G,1123,1,snp,freebayes,0.9991103202846975,233
T_3299_C,1125,0,snp,freebayes,1.0,234
C_3316_T,1091,0,snp,freebayes,1.0,234
T_3328_A,1089,0,snp,freebayes,1.0,18
T_3371_C,269,0,snp,freebayes,1.0,197
T_3376_C,171,0,snp,freebayes,1.0,185
T_3391_C,145,0,snp,freebayes,1.0,176
C_3400_T,150,0,snp,freebayes,1.0,158
T_3430_G,157,0,snp,freebayes,1.0,169
T_3436_C,154,0,snp,freebayes,1.0,172
C_3568_T,275,0,snp,freebayes,1.0,184
T_3577_C,853,0,snp,freebayes,1.0,221
T_3631_C,855,0,snp,freebayes,1.0,57
