mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,433,0,snp,freebayes,1.0,167
T_110_C,464,0,snp,freebayes,1.0,215
T_119_C,465,1,snp,freebayes,0.9978540772532188,51
A_137_G,459,0,snp,freebayes,1.0,219
T_144_C,454,0,snp,freebayes,1.0,218
C_185_T,464,1,snp,freebayes,0.9978494623655914,21
T_206_G,117,0,snp,freebayes,1.0,144
T_212_C,135,0,snp,freebayes,1.0,37
A_218_T,134,0,snp,freebayes,1.0,151
G_233_T,390,0,snp,freebayes,1.0,203
G_344_A,384,0,snp,freebayes,1.0,212
CAAAAAACT_440_CAAAAAAACT,16,117,ins,freebayes,0.12030075187969924,96
T_521_C,157,0,snp,freebayes,1.0,168
C_648_T,963,0,snp,freebayes,1.0,231
T_702_C,1158,0,snp,freebayes,1.0,17
C_726_T,1161,0,snp,freebayes,1.0,124
T_768_C,551,0,snp,freebayes,1.0,234
T_900_C,425,0,snp,freebayes,1.0,208
A_960_C,428,0,snp,freebayes,1.0,202
T_969_A,414,0,snp,freebayes,1.0,207
T_1005_A,391,0,snp,freebayes,1.0,181
G_1193_A,500,0,snp,freebayes,1.0,217
C_1208_T,629,0,snp,freebayes,1.0,211
T_1241_C,705,2,snp,freebayes,0.9971711456859972,234
C_1271_T,687,0,snp,freebayes,1.0,240
G_1390_A,209,0,snp,freebayes,1.0,178
T_1448_C,224,0,snp,freebayes,1.0,159
C_1514_T,182,0,snp,freebayes,1.0,6
A_2343_T,585,1,snp,freebayes,0.9982935153583617,225
T_2398_C,798,0,snp,freebayes,1.0,212
G_2422_A,704,1,snp,freebayes,0.9985815602836879,21
T_2440_C,635,0,snp,freebayes,1.0,224
GAAAAAAGA_2452_GAAAAAAAGA,41,545,ins,freebayes,0.06996587030716724,7
C_2544_T,208,0,snp,freebayes,1.0,187
A_2593_G,157,0,snp,freebayes,1.0,187
C_2638_T,334,2,snp,freebayes,0.9940476190476191,203
G_2725_A,324,0,snp,freebayes,1.0,37
A_2767_G,144,0,snp,freebayes,1.0,160
T_2824_C,171,0,snp,freebayes,1.0,159
C_2875_A,180,0,snp,freebayes,1.0,169
T_3014_C,147,0,snp,freebayes,1.0,167
T_3064_A,137,0,snp,freebayes,1.0,165
T_3085_A,128,0,snp,freebayes,1.0,145
C_3097_A,116,0,snp,freebayes,1.0,139
C_3250_T,534,3,snp,freebayes,0.994413407821229,220
A_3262_G,547,1,snp,freebayes,0.9981751824817519,233
T_3299_C,549,0,snp,freebayes,1.0,234
C_3316_T,531,2,snp,freebayes,0.9962476547842402,234
T_3371_C,201,0,snp,freebayes,1.0,197
T_3376_C,159,0,snp,freebayes,1.0,185
T_3391_C,109,0,snp,freebayes,1.0,176
C_3400_T,117,0,snp,freebayes,1.0,158
T_3430_G,113,0,snp,freebayes,1.0,169
T_3436_C,115,0,snp,freebayes,1.0,172
T_3547_C,112,0,snp,freebayes,1.0,20
C_3568_T,135,0,snp,freebayes,1.0,184
T_3577_C,400,0,snp,freebayes,1.0,221
T_3631_C,433,0,snp,freebayes,1.0,57
C_3730_T,178,0,snp,freebayes,1.0,165
T_3736_C,157,0,snp,freebayes,1.0,144
C_3799_T,125,1,snp,freebayes,0.9920634920634921,166
C_3814_T,137,0,snp,freebayes,1.0,33
T_3898_C,230,0,snp,freebayes,1.0,192
T_4012_C,140,0,snp,freebayes,1.0,143
G_4022_A,141,0,snp,freebayes,1.0,123
T_4028_A,146,0,snp,freebayes,1.0,123
C_4048_A,151,0,snp,freebayes,1.0,121
C_4067_A,137,0,snp,freebayes,1.0,119
C_4112_T,134,0,snp,freebayes,1.0,120
T_4117_A,132,0,snp,freebayes,1.0,104
T_4229_C,256,0,snp,freebayes,1.0,188
A_4294_T,249,1,snp,freebayes,0.996,114
G_4396_A,163,0,snp,freebayes,1.0,157
T_4408_C,170,0,snp,freebayes,1.0,147
C_4417_T,243,0,snp,freebayes,1.0,191
A_4448_C,323,0,snp,freebayes,1.0,19
G_4514_A,246,0,snp,freebayes,1.0,111
A_4520_T,243,0,snp,freebayes,1.0,160
C_4529_T,232,0,snp,freebayes,1.0,168
T_4534_C,233,0,snp,freebayes,1.0,181
TT_4642_CT,69,0,snp,freebayes,1.0,29
A_4669_C,503,1,snp,freebayes,0.998015873015873,233
A_4686_G,492,1,snp,freebayes,0.9979716024340771,231
A_4702_G,496,0,snp,freebayes,1.0,136
T_4814_C,271,0,snp,freebayes,1.0,216
T_4870_C,242,0,snp,freebayes,1.0,2
G_4900_A,156,0,snp,freebayes,1.0,11
T_4948_C,436,0,snp,freebayes,1.0,4
A_4989_T,435,0,snp,freebayes,1.0,225
C_4994_T,430,2,snp,freebayes,0.9953703703703703,9
C_5117_T,111,0,snp,freebayes,1.0,164
C_5125_A,116,0,snp,freebayes,1.0,175
T_5138_C,112,0,snp,freebayes,1.0,195
C_5165_T,180,0,snp,freebayes,1.0,178
T_5174_C,192,0,snp,freebayes,1.0,164
T_5210_C,214,0,snp,freebayes,1.0,167
CAAACAAAAAAC_5227_CAAACAAAAACAAAAAAC,166,0,ins,freebayes,1.0,4
A_5280_C,143,0,snp,freebayes,1.0,191
C_5654_T,289,0,snp,freebayes,1.0,13
A_5661_T,290,0,snp,freebayes,1.0,214
G_5668_A,287,0,snp,freebayes,1.0,160
A_5734_T,291,0,snp,freebayes,1.0,217
C_5751_T,295,0,snp,freebayes,1.0,214
A_5814_G,214,0,snp,freebayes,1.0,9
A_5844_T,223,0,snp,freebayes,1.0,206
G_5865_A,236,0,snp,freebayes,1.0,214
G_5894_A,267,0,snp,freebayes,1.0,213
A_5945_G,166,0,snp,freebayes,1.0,187
G_5970_A,106,0,snp,freebayes,1.0,132
T_7602_C,350,0,snp,freebayes,1.0,213
G_7632_A,366,2,snp,freebayes,0.9945652173913043,213
T_7806_A,191,0,snp,freebayes,1.0,11
T_7833_A,195,0,snp,freebayes,1.0,191
C_7884_T,261,0,snp,freebayes,1.0,197
T_7899_C,340,1,snp,freebayes,0.9970674486803519,209
CAAAAAAC_7908_CAAAAAAAC,20,292,ins,freebayes,0.0641025641025641,113
G_7917_A,302,0,snp,freebayes,1.0,221
T_7938_C,287,0,snp,freebayes,1.0,207
A_7995_G,222,0,snp,freebayes,1.0,185
C_8017_T,213,0,snp,freebayes,1.0,26
A_8058_C,121,5,snp,freebayes,0.9603174603174603,45
C_8063_A,122,0,snp,freebayes,1.0,153
G_8202_A,156,0,snp,freebayes,1.0,125
T_8212_C,155,0,snp,freebayes,1.0,126
CAAAAGAAC_8225_CAAAAAAAC,141,0,snp,freebayes,1.0,78
T_8243_A,147,0,snp,freebayes,1.0,119
A_8265_G,135,0,snp,freebayes,1.0,30
G_12973_T,154,0,snp,freebayes,1.0,85
T_13045_C,121,0,snp,freebayes,1.0,7
T_13105_C,103,0,snp,freebayes,1.0,10
T_13204_C,195,0,snp,freebayes,1.0,11
A_13210_G,190,0,snp,freebayes,1.0,144
G_13249_A,184,0,snp,freebayes,1.0,16
T_13555_C,101,0,snp,freebayes,1.0,43
