mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_648_T,257,0,snp,freebayes,1.0,231
T_702_C,322,0,snp,freebayes,1.0,17
C_726_T,327,0,snp,freebayes,1.0,124
T_768_C,180,0,snp,freebayes,1.0,234
C_810_T,130,0,snp,freebayes,1.0,216
T_900_C,110,0,snp,freebayes,1.0,208
A_960_C,105,0,snp,freebayes,1.0,202
G_1193_A,126,0,snp,freebayes,1.0,217
C_1208_T,175,0,snp,freebayes,1.0,211
T_1241_C,196,0,snp,freebayes,1.0,234
C_1271_T,188,0,snp,freebayes,1.0,240
A_2343_T,120,0,snp,freebayes,1.0,225
T_2398_C,160,0,snp,freebayes,1.0,212
G_2422_A,155,0,snp,freebayes,1.0,21
T_2440_C,147,0,snp,freebayes,1.0,224
GAAAAAAGATAG_2452_GAAAAAAAGATAG,17,130,ins,freebayes,0.11564625850340136,139
T_3299_C,103,0,snp,freebayes,1.0,234
C_3316_T,103,0,snp,freebayes,1.0,234
T_3577_C,127,0,snp,freebayes,1.0,221
CAAAAAATATG_3597_CAAAAAAATATG,20,106,ins,freebayes,0.15873015873015872,111
T_3631_C,119,0,snp,freebayes,1.0,57
CAAAAAAAGTC_3696_CAAAAAAAAGTC,14,102,ins,freebayes,0.1206896551724138,129
A_4294_T,105,0,snp,freebayes,1.0,114
C_4417_T,115,0,snp,freebayes,1.0,191
A_4448_C,128,1,snp,freebayes,0.9922480620155039,19
A_4669_C,153,0,snp,freebayes,1.0,233
A_4686_G,149,1,snp,freebayes,0.9933333333333333,231
A_4702_G,150,1,snp,freebayes,0.9933774834437086,136
T_4814_C,109,0,snp,freebayes,1.0,216
A_4989_T,198,0,snp,freebayes,1.0,225
