mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
T_44_G,116,0,snp,freebayes,1.0,2
T_110_C,130,0,snp,freebayes,1.0,215
A_137_G,128,0,snp,freebayes,1.0,219
T_144_C,128,0,snp,freebayes,1.0,218
G_233_T,102,0,snp,freebayes,1.0,203
G_344_A,102,0,snp,freebayes,1.0,212
G_616_T,186,0,snp,freebayes,1.0,34
C_648_T,210,0,snp,freebayes,1.0,231
G_662_A,203,0,snp,freebayes,1.0,7
C_678_T,198,0,snp,freebayes,1.0,9
C_726_T,283,0,snp,freebayes,1.0,124
T_768_C,131,0,snp,freebayes,1.0,234
C_810_T,107,0,snp,freebayes,1.0,216
G_1193_A,160,0,snp,freebayes,1.0,217
C_1208_T,214,0,snp,freebayes,1.0,211
T_1241_C,215,0,snp,freebayes,1.0,234
C_1271_T,241,0,snp,freebayes,1.0,240
A_2343_T,185,0,snp,freebayes,1.0,225
T_2398_C,241,0,snp,freebayes,1.0,212
T_2440_C,211,0,snp,freebayes,1.0,224
C_2476_A,235,1,snp,freebayes,0.9957627118644068,8
C_2622_T,105,0,snp,freebayes,1.0,29
C_3250_T,192,0,snp,freebayes,1.0,220
A_3262_G,201,0,snp,freebayes,1.0,233
T_3299_C,202,0,snp,freebayes,1.0,234
C_3316_T,201,0,snp,freebayes,1.0,234
T_3577_C,123,0,snp,freebayes,1.0,221
T_3613_A,136,0,snp,freebayes,1.0,33
CAAAAAAAGTC_3696_CAAAAAAAAGTC,7,124,ins,freebayes,0.05343511450381679,129
A_4669_C,229,1,snp,freebayes,0.9956521739130435,233
A_4686_G,235,1,snp,freebayes,0.9957627118644068,231
A_4694_T,236,0,snp,freebayes,1.0,35
A_4702_G,239,0,snp,freebayes,1.0,136
A_4727_G,252,0,snp,freebayes,1.0,59
T_4814_C,128,0,snp,freebayes,1.0,216
A_4989_T,242,0,snp,freebayes,1.0,225
C_4996_T,234,0,snp,freebayes,1.0,38
A_5661_T,108,0,snp,freebayes,1.0,214
T_5697_C,109,0,snp,freebayes,1.0,133
A_5734_T,108,0,snp,freebayes,1.0,217
C_5751_T,108,0,snp,freebayes,1.0,214
G_5865_A,103,0,snp,freebayes,1.0,214
G_5894_A,109,0,snp,freebayes,1.0,213
T_7602_C,117,0,snp,freebayes,1.0,213
G_7632_A,127,0,snp,freebayes,1.0,213
T_7650_C,131,0,snp,freebayes,1.0,35
CAAAAAACT_7908_CAAAAAAACT,9,118,ins,freebayes,0.07086614173228346,45
G_7917_A,128,0,snp,freebayes,1.0,221
T_7938_C,113,0,snp,freebayes,1.0,207
