mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,1080,5,snp,freebayes,0.9953917050691244,167
T_110_C,1087,0,snp,freebayes,1.0,215
A_137_G,1054,0,snp,freebayes,1.0,219
T_144_C,1047,0,snp,freebayes,1.0,218
A_218_T,103,0,snp,freebayes,1.0,151
G_227_A,307,0,snp,freebayes,1.0,85
G_233_T,310,0,snp,freebayes,1.0,203
G_344_A,445,0,snp,freebayes,1.0,212
C_419_T,222,0,snp,freebayes,1.0,8
T_521_C,428,0,snp,freebayes,1.0,168
G_580_A,261,0,snp,freebayes,1.0,50
C_648_T,3100,1,snp,freebayes,0.999677523379555,231
G_690_A,2919,0,snp,freebayes,1.0,94
T_768_C,1772,0,snp,freebayes,1.0,234
C_810_T,1605,0,snp,freebayes,1.0,216
C_861_T,172,0,snp,freebayes,1.0,141
T_900_C,1271,0,snp,freebayes,1.0,208
A_960_C,1294,0,snp,freebayes,1.0,202
T_969_A,1273,0,snp,freebayes,1.0,207
T_1005_A,1209,0,snp,freebayes,1.0,181
G_1193_A,1433,1,snp,freebayes,0.999302649930265,217
C_1208_T,2048,0,snp,freebayes,1.0,211
T_1241_C,2158,1,snp,freebayes,0.999536822603057,234
C_1271_T,2092,2,snp,freebayes,0.9990448901623686,240
A_1331_G,1102,1,snp,freebayes,0.99909338168631,9
G_1390_A,329,0,snp,freebayes,1.0,178
T_1448_C,297,0,snp,freebayes,1.0,159
A_1574_G,208,0,snp,freebayes,1.0,141
G_1631_A,119,0,snp,freebayes,1.0,118
T_1946_C,108,0,snp,freebayes,1.0,99
C_1953_T,110,0,snp,freebayes,1.0,102
G_1970_A,101,1,snp,freebayes,0.9901960784313726,98
C_2129_T,104,0,snp,freebayes,1.0,6
C_2175_T,106,0,snp,freebayes,1.0,86
C_2246_T,116,0,snp,freebayes,1.0,97
A_2343_T,1458,2,snp,freebayes,0.9986301369863013,225
T_2398_C,1665,0,snp,freebayes,1.0,212
T_2440_C,1489,0,snp,freebayes,1.0,224
C_2544_T,467,1,snp,freebayes,0.9978632478632479,187
