mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,1246,2,snp,freebayes,0.9983974358974359,167
T_110_C,1256,0,snp,freebayes,1.0,215
A_137_G,1231,0,snp,freebayes,1.0,219
T_144_C,1220,0,snp,freebayes,1.0,218
T_206_G,140,0,snp,freebayes,1.0,144
A_218_T,195,0,snp,freebayes,1.0,151
G_227_A,773,0,snp,freebayes,1.0,85
G_233_T,780,0,snp,freebayes,1.0,203
G_344_A,892,0,snp,freebayes,1.0,212
T_521_C,270,0,snp,freebayes,1.0,168
G_580_A,162,0,snp,freebayes,1.0,50
G_690_A,2648,1,snp,freebayes,0.9996224990562477,94
T_768_C,1408,3,snp,freebayes,0.9978738483345145,234
C_810_T,1247,0,snp,freebayes,1.0,216
C_861_T,187,0,snp,freebayes,1.0,141
T_900_C,1450,0,snp,freebayes,1.0,208
A_960_C,1459,0,snp,freebayes,1.0,202
T_969_A,1433,0,snp,freebayes,1.0,207
T_1005_A,1345,0,snp,freebayes,1.0,181
G_1193_A,2609,0,snp,freebayes,1.0,217
C_1208_T,2834,0,snp,freebayes,1.0,211
T_1235_C,2831,1,snp,freebayes,0.9996468926553672,2
T_1241_C,3063,1,snp,freebayes,0.9996736292428199,234
T_1253_C,3304,0,snp,freebayes,1.0,18
C_1271_T,3037,3,snp,freebayes,0.9990131578947369,240
G_1390_A,951,0,snp,freebayes,1.0,178
T_1448_C,810,1,snp,freebayes,0.998766954377312,159
A_1574_G,608,0,snp,freebayes,1.0,141
G_1631_A,447,1,snp,freebayes,0.9977678571428571,118
G_1661_A,189,0,snp,freebayes,1.0,67
T_1670_A,176,0,snp,freebayes,1.0,69
T_1871_A,249,0,snp,freebayes,1.0,77
T_1946_C,229,0,snp,freebayes,1.0,99
C_1953_T,225,0,snp,freebayes,1.0,102
G_1970_A,200,0,snp,freebayes,1.0,98
T_2000_G,108,0,snp,freebayes,1.0,55
G_2036_A,155,0,snp,freebayes,1.0,66
T_2070_C,144,0,snp,freebayes,1.0,44
G_2075_A,150,0,snp,freebayes,1.0,43
C_2102_T,165,0,snp,freebayes,1.0,46
A_2114_G,284,1,snp,freebayes,0.9964912280701754,91
C_2175_T,241,0,snp,freebayes,1.0,86
C_2246_T,230,0,snp,freebayes,1.0,97
A_2343_T,2724,5,snp,freebayes,0.9981678270428729,225
T_2398_C,3122,0,snp,freebayes,1.0,212
C_2544_T,920,0,snp,freebayes,1.0,187
A_2593_G,1035,0,snp,freebayes,1.0,187
C_2638_T,1593,6,snp,freebayes,0.9962476547842402,203
A_2767_G,512,0,snp,freebayes,1.0,160
C_2783_T,569,0,snp,freebayes,1.0,2
T_2824_C,537,0,snp,freebayes,1.0,159
C_2875_A,489,0,snp,freebayes,1.0,169
G_2950_A,429,0,snp,freebayes,1.0,130
T_3014_C,524,1,snp,freebayes,0.9980952380952381,167
T_3064_A,579,0,snp,freebayes,1.0,165
T_3085_A,515,0,snp,freebayes,1.0,145
C_3097_A,465,0,snp,freebayes,1.0,139
C_3110_T,362,0,snp,freebayes,1.0,101
G_3115_A,343,0,snp,freebayes,1.0,106
C_3250_T,2392,1,snp,freebayes,0.9995821145006268,220
A_3262_G,2406,0,snp,freebayes,1.0,233
T_3299_C,2438,1,snp,freebayes,0.999589995899959,234
C_3316_T,2397,0,snp,freebayes,1.0,234
G_3361_A,2368,0,snp,freebayes,1.0,78
T_3371_C,474,0,snp,freebayes,1.0,197
T_3376_C,315,0,snp,freebayes,1.0,185
T_3391_C,282,0,snp,freebayes,1.0,176
C_3400_T,297,0,snp,freebayes,1.0,158
T_3430_G,306,1,snp,freebayes,0.996742671009772,169
T_3436_C,300,0,snp,freebayes,1.0,172
C_3568_T,631,0,snp,freebayes,1.0,184
T_3577_C,1810,1,snp,freebayes,0.9994478188845941,221
T_3619_C,1578,0,snp,freebayes,1.0,96
C_3730_T,350,0,snp,freebayes,1.0,165
T_3736_C,293,0,snp,freebayes,1.0,144
C_3799_T,286,0,snp,freebayes,1.0,166
T_3853_C,852,2,snp,freebayes,0.9976580796252927,3
T_3898_C,789,0,snp,freebayes,1.0,192
T_3934_C,738,0,snp,freebayes,1.0,18
T_4012_C,348,0,snp,freebayes,1.0,143
G_4022_A,323,0,snp,freebayes,1.0,123
T_4028_A,323,0,snp,freebayes,1.0,123
C_4048_A,319,1,snp,freebayes,0.996875,121
C_4056_T,320,0,snp,freebayes,1.0,60
C_4067_A,328,1,snp,freebayes,0.9969604863221885,119
C_4112_T,325,1,snp,freebayes,0.9969325153374233,120
T_4117_A,317,0,snp,freebayes,1.0,104
T_4229_C,629,1,snp,freebayes,0.9984126984126984,188
A_4294_C,612,2,snp,freebayes,0.996742671009772,80
G_4396_A,135,1,snp,freebayes,0.9926470588235294,157
T_4408_C,158,0,snp,freebayes,1.0,147
C_4417_T,379,0,snp,freebayes,1.0,191
G_4504_A,552,0,snp,freebayes,1.0,16
A_4520_T,547,0,snp,freebayes,1.0,160
C_4529_T,546,1,snp,freebayes,0.9981718464351006,168
T_4534_C,544,0,snp,freebayes,1.0,181
A_4669_C,2514,0,snp,freebayes,1.0,233
A_4686_G,2555,1,snp,freebayes,0.9996087636932708,231
T_4814_C,998,0,snp,freebayes,1.0,216
A_4989_T,2071,0,snp,freebayes,1.0,225
T_5006_C,2017,0,snp,freebayes,1.0,104
C_5056_T,549,1,snp,freebayes,0.9981818181818182,142
A_5076_C,202,0,snp,freebayes,1.0,144
G_5093_A,173,0,snp,freebayes,1.0,128
C_5117_T,337,0,snp,freebayes,1.0,164
C_5125_A,338,0,snp,freebayes,1.0,175
T_5138_C,452,0,snp,freebayes,1.0,195
C_5165_T,539,0,snp,freebayes,1.0,178
T_5174_C,639,0,snp,freebayes,1.0,164
T_5210_C,791,0,snp,freebayes,1.0,167
A_5280_C,484,1,snp,freebayes,0.9979381443298969,191
A_5329_T,241,0,snp,freebayes,1.0,14
A_5661_T,2595,0,snp,freebayes,1.0,214
G_5668_A,2599,1,snp,freebayes,0.9996153846153846,160
C_5685_T,2604,1,snp,freebayes,0.999616122840691,82
T_5697_C,2608,2,snp,freebayes,0.9992337164750957,133
A_5734_T,2561,1,snp,freebayes,0.9996096799375488,217
C_5751_T,2553,0,snp,freebayes,1.0,214
A_5844_T,2313,0,snp,freebayes,1.0,206
G_5865_A,2333,2,snp,freebayes,0.9991434689507495,214
G_5894_A,2547,0,snp,freebayes,1.0,213
A_5945_G,1539,0,snp,freebayes,1.0,187
G_5970_A,299,0,snp,freebayes,1.0,132
T_6003_C,273,0,snp,freebayes,1.0,116
C_6021_T,184,0,snp,freebayes,1.0,93
C_6048_A,117,0,snp,freebayes,1.0,47
T_6090_C,124,0,snp,freebayes,1.0,46
T_6096_C,129,0,snp,freebayes,1.0,50
A_6177_T,105,0,snp,freebayes,1.0,46
T_6186_C,147,0,snp,freebayes,1.0,74
G_6252_T,149,0,snp,freebayes,1.0,69
T_7602_C,2186,0,snp,freebayes,1.0,213
G_7632_A,2230,0,snp,freebayes,1.0,213
C_7737_A,250,0,snp,freebayes,1.0,136
A_7746_G,246,0,snp,freebayes,1.0,125
T_7833_A,1279,0,snp,freebayes,1.0,191
C_7884_T,1682,1,snp,freebayes,0.9994058229352347,197
T_7899_C,2301,1,snp,freebayes,0.9995655951346655,209
G_7917_A,1874,1,snp,freebayes,0.9994666666666666,221
T_7938_C,1633,0,snp,freebayes,1.0,207
A_7995_G,1062,0,snp,freebayes,1.0,185
TAAAAA_8057_TCAAAA,290,1,snp,freebayes,0.9965635738831615,108
C_8063_A,293,5,snp,freebayes,0.9832214765100671,153
