mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,729,0,snp,freebayes,1.0,167
G_96_A,738,0,snp,freebayes,1.0,17
T_110_C,738,0,snp,freebayes,1.0,215
T_119_C,727,4,snp,freebayes,0.9945280437756497,51
A_137_G,724,2,snp,freebayes,0.9972451790633609,219
T_144_C,719,0,snp,freebayes,1.0,218
T_206_G,140,0,snp,freebayes,1.0,144
T_212_C,163,0,snp,freebayes,1.0,37
A_218_T,167,0,snp,freebayes,1.0,151
G_233_T,509,0,snp,freebayes,1.0,203
G_344_A,540,0,snp,freebayes,1.0,212
CAAAAAACT_440_CAAAAAAACT,13,157,ins,freebayes,0.07647058823529412,96
C_467_T,186,0,snp,freebayes,1.0,13
T_506_C,219,2,snp,freebayes,0.9909502262443439,11
T_521_C,241,0,snp,freebayes,1.0,168
A_541_T,252,0,snp,freebayes,1.0,6
C_623_A,1179,1,snp,freebayes,0.9991525423728813,19
C_648_T,1283,0,snp,freebayes,1.0,231
C_726_T,1640,2,snp,freebayes,0.9987819732034104,124
T_768_C,779,0,snp,freebayes,1.0,234
T_783_A,710,0,snp,freebayes,1.0,17
C_810_T,603,0,snp,freebayes,1.0,216
C_861_T,138,0,snp,freebayes,1.0,141
T_900_C,665,0,snp,freebayes,1.0,208
A_960_C,648,0,snp,freebayes,1.0,202
T_969_A,630,0,snp,freebayes,1.0,207
T_1005_A,619,0,snp,freebayes,1.0,181
G_1193_A,437,0,snp,freebayes,1.0,217
C_1208_T,543,1,snp,freebayes,0.9981617647058824,211
T_1241_C,595,0,snp,freebayes,1.0,234
C_1271_T,588,0,snp,freebayes,1.0,240
G_1390_A,212,0,snp,freebayes,1.0,178
G_1397_A,194,0,snp,freebayes,1.0,11
T_1448_C,201,0,snp,freebayes,1.0,159
A_1568_G,103,0,snp,freebayes,1.0,8
A_1574_G,101,0,snp,freebayes,1.0,141
T_1926_C,102,0,snp,freebayes,1.0,11
C_2246_T,119,0,snp,freebayes,1.0,97
A_2343_T,671,1,snp,freebayes,0.9985119047619048,225
C_2425_A,786,0,snp,freebayes,1.0,20
T_2440_C,702,0,snp,freebayes,1.0,224
C_2544_T,321,0,snp,freebayes,1.0,187
A_2552_G,326,0,snp,freebayes,1.0,15
A_2593_G,372,0,snp,freebayes,1.0,187
C_2638_T,481,4,snp,freebayes,0.9917525773195877,203
A_2767_G,155,0,snp,freebayes,1.0,160
T_2824_C,175,0,snp,freebayes,1.0,159
C_2875_A,195,0,snp,freebayes,1.0,169
G_2950_A,131,0,snp,freebayes,1.0,130
C_3250_T,780,3,snp,freebayes,0.9961685823754789,220
A_3262_G,804,0,snp,freebayes,1.0,233
T_3299_C,824,0,snp,freebayes,1.0,234
C_3316_T,812,0,snp,freebayes,1.0,234
T_3328_A,815,0,snp,freebayes,1.0,18
T_3371_C,388,0,snp,freebayes,1.0,197
T_3376_C,329,1,snp,freebayes,0.996969696969697,185
T_3391_C,190,0,snp,freebayes,1.0,176
C_3400_T,184,0,snp,freebayes,1.0,158
T_3430_G,179,0,snp,freebayes,1.0,169
T_3436_C,177,0,snp,freebayes,1.0,172
C_3568_T,235,0,snp,freebayes,1.0,184
T_3577_C,681,1,snp,freebayes,0.998533724340176,221
T_3631_C,671,1,snp,freebayes,0.9985119047619048,57
A_3637_G,697,0,snp,freebayes,1.0,17
C_3730_T,167,0,snp,freebayes,1.0,165
T_3736_C,157,0,snp,freebayes,1.0,144
C_3799_T,153,0,snp,freebayes,1.0,166
A_3865_G,279,0,snp,freebayes,1.0,13
T_3898_C,233,0,snp,freebayes,1.0,192
T_4012_C,148,0,snp,freebayes,1.0,143
G_4022_A,146,0,snp,freebayes,1.0,123
T_4028_G,146,0,snp,freebayes,1.0,10
C_4048_A,148,0,snp,freebayes,1.0,121
C_4112_T,153,0,snp,freebayes,1.0,120
T_4117_A,153,0,snp,freebayes,1.0,104
T_4229_C,294,0,snp,freebayes,1.0,188
A_4294_T,296,0,snp,freebayes,1.0,114
A_4334_G,287,0,snp,freebayes,1.0,13
G_4396_A,190,0,snp,freebayes,1.0,157
T_4408_C,200,0,snp,freebayes,1.0,147
C_4417_T,304,0,snp,freebayes,1.0,191
C_4475_T,350,1,snp,freebayes,0.9971509971509972,15
C_4500_T,342,0,snp,freebayes,1.0,18
G_4514_A,328,0,snp,freebayes,1.0,111
A_4520_T,322,0,snp,freebayes,1.0,160
C_4529_T,309,0,snp,freebayes,1.0,168
T_4534_C,310,0,snp,freebayes,1.0,181
A_4619_G,102,0,snp,freebayes,1.0,35
TT_4642_CT,96,0,snp,freebayes,1.0,29
A_4669_C,915,1,snp,freebayes,0.9989082969432315,233
A_4686_G,918,1,snp,freebayes,0.998911860718172,231
A_4702_G,918,1,snp,freebayes,0.998911860718172,136
T_4814_C,502,0,snp,freebayes,1.0,216
C_4857_A,498,0,snp,freebayes,1.0,15
A_4989_T,710,0,snp,freebayes,1.0,225
T_5006_C,663,0,snp,freebayes,1.0,104
C_5016_A,651,1,snp,freebayes,0.9984662576687117,16
A_5076_C,154,0,snp,freebayes,1.0,144
G_5093_A,158,0,snp,freebayes,1.0,128
C_5117_T,263,0,snp,freebayes,1.0,164
C_5125_A,254,2,snp,freebayes,0.9921875,175
T_5138_C,294,0,snp,freebayes,1.0,195
T_5174_C,352,0,snp,freebayes,1.0,164
T_5210_C,453,0,snp,freebayes,1.0,167
C_5262_A,319,0,snp,freebayes,1.0,7
A_5280_C,277,0,snp,freebayes,1.0,191
A_5297_G,266,0,snp,freebayes,1.0,13
T_5302_C,264,0,snp,freebayes,1.0,190
C_5348_T,112,0,snp,freebayes,1.0,117
A_5353_G,103,0,snp,freebayes,1.0,113
A_5661_T,977,1,snp,freebayes,0.9989775051124744,214
G_5668_A,975,2,snp,freebayes,0.9979529170931423,160
A_5734_T,968,0,snp,freebayes,1.0,217
C_5751_T,975,0,snp,freebayes,1.0,214
A_5844_T,880,1,snp,freebayes,0.9988649262202043,206
C_5850_T,876,0,snp,freebayes,1.0,33
G_5865_A,876,0,snp,freebayes,1.0,214
G_5894_A,991,0,snp,freebayes,1.0,213
