mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
T_110_C,872,0,snp,freebayes,1.0,215
A_137_G,896,2,snp,freebayes,0.9977728285077951,219
T_144_C,898,0,snp,freebayes,1.0,218
T_206_G,926,0,snp,freebayes,1.0,144
A_218_T,926,0,snp,freebayes,1.0,151
G_233_T,923,0,snp,freebayes,1.0,203
G_344_A,541,0,snp,freebayes,1.0,212
CAAAAAACT_440_CAAAAAAACT,15,186,ins,freebayes,0.07462686567164178,96
T_521_C,208,0,snp,freebayes,1.0,168
C_648_T,2179,0,snp,freebayes,1.0,231
T_768_C,2079,0,snp,freebayes,1.0,234
G_795_A,1862,0,snp,freebayes,1.0,4
C_810_T,1842,0,snp,freebayes,1.0,216
C_861_T,1131,0,snp,freebayes,1.0,141
T_900_C,745,0,snp,freebayes,1.0,208
T_915_C,723,0,snp,freebayes,1.0,5
A_960_C,691,0,snp,freebayes,1.0,202
T_969_A,664,0,snp,freebayes,1.0,207
T_1005_A,562,0,snp,freebayes,1.0,181
G_1193_A,1034,0,snp,freebayes,1.0,217
C_1208_T,1032,1,snp,freebayes,0.9990319457889641,211
T_1241_C,1056,2,snp,freebayes,0.998109640831758,234
C_1271_T,1134,0,snp,freebayes,1.0,240
G_1390_A,428,0,snp,freebayes,1.0,178
T_1448_C,254,0,snp,freebayes,1.0,159
A_2343_T,714,0,snp,freebayes,1.0,225
T_2440_C,1100,0,snp,freebayes,1.0,224
C_2544_T,1120,0,snp,freebayes,1.0,187
A_2593_G,998,0,snp,freebayes,1.0,187
C_2638_T,572,6,snp,freebayes,0.9896193771626297,203
A_2767_G,208,0,snp,freebayes,1.0,160
T_2824_C,205,0,snp,freebayes,1.0,159
C_2875_A,242,0,snp,freebayes,1.0,169
G_2950_A,235,0,snp,freebayes,1.0,130
T_3014_C,186,1,snp,freebayes,0.9946524064171123,167
T_3064_A,169,0,snp,freebayes,1.0,165
T_3085_A,166,0,snp,freebayes,1.0,145
C_3110_T,130,0,snp,freebayes,1.0,101
G_3115_A,128,0,snp,freebayes,1.0,106
C_3250_T,642,2,snp,freebayes,0.9968944099378882,220
A_3262_G,690,3,snp,freebayes,0.9956709956709957,233
T_3299_C,714,1,snp,freebayes,0.9986013986013986,234
C_3316_T,723,0,snp,freebayes,1.0,234
T_3371_C,712,0,snp,freebayes,1.0,197
T_3376_C,709,0,snp,freebayes,1.0,185
T_3391_C,717,0,snp,freebayes,1.0,176
C_3400_T,723,0,snp,freebayes,1.0,158
T_3430_G,957,0,snp,freebayes,1.0,169
T_3436_C,947,2,snp,freebayes,0.9978925184404637,172
C_3568_T,671,0,snp,freebayes,1.0,184
T_3577_C,682,0,snp,freebayes,1.0,221
T_3619_C,584,0,snp,freebayes,1.0,96
C_3730_T,287,0,snp,freebayes,1.0,165
T_3736_C,270,0,snp,freebayes,1.0,144
C_3799_T,296,1,snp,freebayes,0.9966329966329966,166
T_3898_C,307,0,snp,freebayes,1.0,192
T_4012_C,127,0,snp,freebayes,1.0,143
T_4028_A,116,0,snp,freebayes,1.0,123
C_4048_A,117,0,snp,freebayes,1.0,121
C_4067_A,115,0,snp,freebayes,1.0,119
T_4072_C,120,0,snp,freebayes,1.0,3
C_4112_T,107,0,snp,freebayes,1.0,120
T_4117_A,102,0,snp,freebayes,1.0,104
T_4229_C,357,0,snp,freebayes,1.0,188
A_4294_T,544,0,snp,freebayes,1.0,114
C_4364_A,502,0,snp,freebayes,1.0,117
T_4408_C,494,0,snp,freebayes,1.0,147
C_4417_T,493,0,snp,freebayes,1.0,191
C_4473_T,426,0,snp,freebayes,1.0,5
G_4514_A,248,0,snp,freebayes,1.0,111
A_4520_T,241,0,snp,freebayes,1.0,160
C_4529_T,232,0,snp,freebayes,1.0,168
T_4534_C,232,0,snp,freebayes,1.0,181
A_4669_C,1949,0,snp,freebayes,1.0,233
A_4686_G,2008,3,snp,freebayes,0.9985082048731975,231
A_4702_G,2075,0,snp,freebayes,1.0,136
T_4814_C,2906,0,snp,freebayes,1.0,216
G_4900_A,1650,0,snp,freebayes,1.0,11
C_4934_T,1320,2,snp,freebayes,0.9984871406959153,18
A_4989_T,1174,0,snp,freebayes,1.0,225
C_5056_T,440,0,snp,freebayes,1.0,142
A_5076_C,425,0,snp,freebayes,1.0,144
G_5093_A,403,1,snp,freebayes,0.9975247524752475,128
C_5117_T,374,0,snp,freebayes,1.0,164
C_5125_A,380,0,snp,freebayes,1.0,175
T_5138_C,382,0,snp,freebayes,1.0,195
C_5165_T,390,0,snp,freebayes,1.0,178
T_5174_C,396,0,snp,freebayes,1.0,164
T_5210_C,406,0,snp,freebayes,1.0,167
A_5256_C,354,2,snp,freebayes,0.9943820224719101,2
A_5280_C,283,1,snp,freebayes,0.9964788732394366,191
C_5348_T,115,0,snp,freebayes,1.0,117
A_5353_G,106,0,snp,freebayes,1.0,113
A_5661_T,957,0,snp,freebayes,1.0,214
T_5697_C,983,0,snp,freebayes,1.0,133
A_5734_T,1041,0,snp,freebayes,1.0,217
C_5751_T,1055,0,snp,freebayes,1.0,214
A_5844_T,1052,0,snp,freebayes,1.0,206
G_5865_A,1006,0,snp,freebayes,1.0,214
G_5894_A,943,0,snp,freebayes,1.0,213
A_5945_G,273,0,snp,freebayes,1.0,187
G_5970_A,105,0,snp,freebayes,1.0,132
T_7602_C,642,0,snp,freebayes,1.0,213
G_7632_A,878,0,snp,freebayes,1.0,213
C_7737_A,1241,0,snp,freebayes,1.0,136
A_7746_G,1284,1,snp,freebayes,0.9992217898832685,125
T_7833_A,1402,0,snp,freebayes,1.0,191
C_7884_T,1080,0,snp,freebayes,1.0,197
T_7899_C,1076,0,snp,freebayes,1.0,209
G_7917_A,947,0,snp,freebayes,1.0,221
T_7938_C,847,0,snp,freebayes,1.0,207
A_7995_G,588,0,snp,freebayes,1.0,185
A_8058_C,201,1,snp,freebayes,0.995049504950495,45
C_8063_A,201,0,snp,freebayes,1.0,153
C_8085_T,153,0,snp,freebayes,1.0,3
G_8202_A,105,0,snp,freebayes,1.0,125
T_8212_C,102,0,snp,freebayes,1.0,126
A_13210_G,164,0,snp,freebayes,1.0,144
A_13330_G,170,0,snp,freebayes,1.0,29
A_13396_T,131,0,snp,freebayes,1.0,65
A_13431_G,116,0,snp,freebayes,1.0,62
