mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,2567,2,snp,freebayes,0.9992214869599065,167
T_110_C,2611,0,snp,freebayes,1.0,215
A_137_G,2640,2,snp,freebayes,0.9992429977289932,219
T_144_C,2639,0,snp,freebayes,1.0,218
T_206_G,2649,2,snp,freebayes,0.999245567710298,144
A_218_T,2637,1,snp,freebayes,0.9996209249431387,151
G_233_T,2604,0,snp,freebayes,1.0,203
G_344_A,1345,1,snp,freebayes,0.9992570579494799,212
T_521_C,285,0,snp,freebayes,1.0,168
T_595_G,17,209,snp,freebayes,0.0752212389380531,5
C_648_T,6426,3,snp,freebayes,0.9995333644423705,231
C_726_T,6646,2,snp,freebayes,0.9996991576413959,124
T_768_C,6562,4,snp,freebayes,0.999390801096558,234
C_861_T,2145,2,snp,freebayes,0.9990684676292502,141
T_900_C,1283,0,snp,freebayes,1.0,208
A_960_C,1229,0,snp,freebayes,1.0,202
T_969_A,1197,0,snp,freebayes,1.0,207
T_1005_A,1050,0,snp,freebayes,1.0,181
G_1193_A,2707,0,snp,freebayes,1.0,217
C_1208_T,2641,0,snp,freebayes,1.0,211
T_1241_C,2574,2,snp,freebayes,0.9992236024844721,234
T_1250_C,2583,0,snp,freebayes,1.0,2
C_1271_T,2666,0,snp,freebayes,1.0,240
G_1390_A,761,0,snp,freebayes,1.0,178
T_1448_C,309,0,snp,freebayes,1.0,159
A_1574_G,179,1,snp,freebayes,0.9944444444444445,141
G_1631_A,143,0,snp,freebayes,1.0,118
G_1661_A,108,0,snp,freebayes,1.0,67
T_1670_A,108,0,snp,freebayes,1.0,69
G_1694_A,118,1,snp,freebayes,0.9915966386554622,32
A_2343_T,2377,0,snp,freebayes,1.0,225
T_2398_C,3415,0,snp,freebayes,1.0,212
C_2425_A,3238,0,snp,freebayes,1.0,20
T_2440_C,3015,1,snp,freebayes,0.9996684350132626,224
GAAAAAAGATAG_2452_GAAAAAAAGATAG,223,3237,ins,freebayes,0.06445086705202312,139
A_2593_G,2773,2,snp,freebayes,0.9992792792792793,187
A_2767_G,421,0,snp,freebayes,1.0,160
G_2812_A,422,0,snp,freebayes,1.0,17
T_2824_C,350,0,snp,freebayes,1.0,159
C_2854_T,383,0,snp,freebayes,1.0,4
C_2875_A,392,0,snp,freebayes,1.0,169
GAAAAAAT_2882_GAAAAAAAT,21,314,ins,freebayes,0.0626865671641791,4
G_2950_A,373,0,snp,freebayes,1.0,130
T_3014_C,372,0,snp,freebayes,1.0,167
T_3064_A,347,0,snp,freebayes,1.0,165
T_3085_A,337,0,snp,freebayes,1.0,145
C_3097_A,331,0,snp,freebayes,1.0,139
C_3110_T,284,1,snp,freebayes,0.9964912280701754,101
G_3115_A,276,0,snp,freebayes,1.0,106
C_3250_T,1528,1,snp,freebayes,0.999345977763244,220
A_3262_G,1543,0,snp,freebayes,1.0,233
T_3299_C,1539,2,snp,freebayes,0.9987021414665801,234
C_3316_T,1528,0,snp,freebayes,1.0,234
T_3371_C,1497,0,snp,freebayes,1.0,197
T_3376_C,1496,0,snp,freebayes,1.0,185
T_3391_C,1481,0,snp,freebayes,1.0,176
C_3400_T,1475,0,snp,freebayes,1.0,158
T_3430_G,2118,0,snp,freebayes,1.0,169
T_3436_C,2104,1,snp,freebayes,0.9995249406175772,172
C_3568_T,1156,0,snp,freebayes,1.0,184
T_3577_C,1172,1,snp,freebayes,0.9991474850809889,221
CAAAAAAAGTC_3696_CAAAAAAAAGTC,69,1115,ins,freebayes,0.05827702702702703,129
C_3730_T,472,0,snp,freebayes,1.0,165
T_3736_C,439,0,snp,freebayes,1.0,144
C_3799_T,410,0,snp,freebayes,1.0,166
T_3898_C,507,0,snp,freebayes,1.0,192
T_4012_C,258,0,snp,freebayes,1.0,143
T_4028_A,245,0,snp,freebayes,1.0,123
C_4048_A,238,0,snp,freebayes,1.0,121
C_4067_A,235,0,snp,freebayes,1.0,119
C_4112_T,206,0,snp,freebayes,1.0,120
T_4229_C,1524,0,snp,freebayes,1.0,188
A_4294_T,2539,0,snp,freebayes,1.0,114
C_4364_A,2382,0,snp,freebayes,1.0,117
G_4396_A,2334,0,snp,freebayes,1.0,157
T_4408_C,2304,0,snp,freebayes,1.0,147
C_4417_T,2300,0,snp,freebayes,1.0,191
C_4473_T,1997,0,snp,freebayes,1.0,5
A_4506_C,1145,0,snp,freebayes,1.0,2
G_4514_A,1145,1,snp,freebayes,0.9991273996509599,111
A_4520_T,1130,0,snp,freebayes,1.0,160
C_4529_A,1122,1,snp,freebayes,0.9991095280498664,5
A_4669_C,3231,3,snp,freebayes,0.9990723562152134,233
A_4679_G,3246,2,snp,freebayes,0.999384236453202,2
A_4686_G,3271,2,snp,freebayes,0.9993889398105713,231
A_4702_G,3310,2,snp,freebayes,0.9993961352657005,136
T_4814_C,4595,2,snp,freebayes,0.999564933652382,216
G_4850_A,4297,0,snp,freebayes,1.0,3
C_4934_T,3026,0,snp,freebayes,1.0,18
A_4989_T,2838,0,snp,freebayes,1.0,225
C_5056_T,1131,2,snp,freebayes,0.9982347749338041,142
A_5076_C,1077,1,snp,freebayes,0.9990723562152134,144
G_5093_A,1067,3,snp,freebayes,0.997196261682243,128
C_5117_T,1030,1,snp,freebayes,0.9990300678952473,164
C_5125_A,1047,3,snp,freebayes,0.9971428571428571,175
C_5165_T,1097,0,snp,freebayes,1.0,178
T_5174_C,1088,2,snp,freebayes,0.998165137614679,164
TATCT_5210_CATCT,808,0,snp,freebayes,1.0,3
T_5302_C,532,0,snp,freebayes,1.0,190
A_5353_G,336,0,snp,freebayes,1.0,113
T_5393_C,198,0,snp,freebayes,1.0,2
C_5416_A,157,0,snp,freebayes,1.0,74
A_5661_T,2249,0,snp,freebayes,1.0,214
G_5668_A,2261,4,snp,freebayes,0.9982339955849889,160
C_5689_T,2275,2,snp,freebayes,0.9991216512955643,2
T_5697_C,2291,0,snp,freebayes,1.0,133
A_5734_T,2391,0,snp,freebayes,1.0,217
C_5751_T,2394,2,snp,freebayes,0.9991652754590985,214
G_5865_A,2224,0,snp,freebayes,1.0,214
G_5894_A,2101,0,snp,freebayes,1.0,213
A_5945_G,565,0,snp,freebayes,1.0,187
G_5970_A,216,0,snp,freebayes,1.0,132
T_6003_C,192,0,snp,freebayes,1.0,116
C_6021_T,118,0,snp,freebayes,1.0,93
C_6048_A,100,0,snp,freebayes,1.0,47
T_6090_C,107,0,snp,freebayes,1.0,46
T_6096_C,109,0,snp,freebayes,1.0,50
A_6177_T,105,0,snp,freebayes,1.0,46
T_6186_C,107,0,snp,freebayes,1.0,74
A_6204_G,109,0,snp,freebayes,1.0,36
G_6252_T,123,0,snp,freebayes,1.0,69
T_6267_C,123,0,snp,freebayes,1.0,63
T_7602_C,1917,1,snp,freebayes,0.9994786235662148,213
C_7737_A,3289,0,snp,freebayes,1.0,136
A_7746_G,3435,0,snp,freebayes,1.0,125
T_7833_A,3466,0,snp,freebayes,1.0,191
C_7884_T,2107,0,snp,freebayes,1.0,197
T_7899_C,2133,1,snp,freebayes,0.9995313964386129,209
CAAAAAAC_7908_CAAAAAAAC,157,1771,ins,freebayes,0.08143153526970955,113
G_7917_A,1851,2,snp,freebayes,0.9989206691851052,221
T_7938_C,1499,1,snp,freebayes,0.9993333333333333,207
A_7995_G,1134,2,snp,freebayes,0.9982394366197183,185
TAAAAA_8057_TCAAAA,501,0,snp,freebayes,1.0,108
C_8063_A,496,3,snp,freebayes,0.9939879759519038,153
G_8202_A,234,0,snp,freebayes,1.0,125
T_8212_C,227,0,snp,freebayes,1.0,126
T_8243_A,206,0,snp,freebayes,1.0,119
A_8484_G,191,0,snp,freebayes,1.0,38
G_8503_T,220,0,snp,freebayes,1.0,62
C_8512_T,223,0,snp,freebayes,1.0,40
T_8554_C,221,0,snp,freebayes,1.0,62
G_8680_A,302,0,snp,freebayes,1.0,24
T_8725_C,299,0,snp,freebayes,1.0,21
T_8766_C,161,0,snp,freebayes,1.0,24
T_8775_C,153,0,snp,freebayes,1.0,36
C_8782_T,151,1,snp,freebayes,0.993421052631579,40
T_8824_C,111,0,snp,freebayes,1.0,34
G_8860_A,109,0,snp,freebayes,1.0,2
T_8866_C,110,0,snp,freebayes,1.0,91
