mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
T_110_C,911,1,snp,freebayes,0.9989035087719298,215
A_137_G,909,2,snp,freebayes,0.9978046103183315,219
T_144_C,912,0,snp,freebayes,1.0,218
T_206_G,899,0,snp,freebayes,1.0,144
A_218_T,890,0,snp,freebayes,1.0,151
G_233_T,863,0,snp,freebayes,1.0,203
G_344_A,433,0,snp,freebayes,1.0,212
G_616_T,1353,0,snp,freebayes,1.0,34
C_648_T,2216,0,snp,freebayes,1.0,231
C_726_T,2326,0,snp,freebayes,1.0,124
T_768_C,2299,4,snp,freebayes,0.9982631350412505,234
C_810_T,2147,0,snp,freebayes,1.0,216
C_861_T,681,1,snp,freebayes,0.998533724340176,141
T_900_C,400,0,snp,freebayes,1.0,208
A_960_C,386,0,snp,freebayes,1.0,202
T_969_A,377,0,snp,freebayes,1.0,207
T_1005_A,326,0,snp,freebayes,1.0,181
G_1193_A,667,0,snp,freebayes,1.0,217
C_1208_T,650,0,snp,freebayes,1.0,211
T_1241_C,640,0,snp,freebayes,1.0,234
C_1271_T,680,5,snp,freebayes,0.9927007299270073,240
G_1390_A,182,0,snp,freebayes,1.0,178
A_2343_T,557,0,snp,freebayes,1.0,225
T_2398_C,775,0,snp,freebayes,1.0,212
T_2440_C,703,0,snp,freebayes,1.0,224
C_2544_T,734,0,snp,freebayes,1.0,187
A_2593_G,656,0,snp,freebayes,1.0,187
C_2622_T,506,0,snp,freebayes,1.0,29
C_2638_T,310,2,snp,freebayes,0.9935897435897436,203
C_3250_T,581,0,snp,freebayes,1.0,220
A_3262_G,587,0,snp,freebayes,1.0,233
T_3299_C,581,0,snp,freebayes,1.0,234
C_3316_T,576,0,snp,freebayes,1.0,234
T_3371_C,495,0,snp,freebayes,1.0,197
T_3376_C,490,0,snp,freebayes,1.0,185
T_3391_C,483,0,snp,freebayes,1.0,176
T_3430_G,747,0,snp,freebayes,1.0,169
T_3436_C,740,0,snp,freebayes,1.0,172
G_3538_A,405,0,snp,freebayes,1.0,31
C_3568_T,427,0,snp,freebayes,1.0,184
T_3577_C,430,1,snp,freebayes,0.9976798143851509,221
T_3613_A,443,0,snp,freebayes,1.0,33
C_3730_T,148,0,snp,freebayes,1.0,165
T_3736_C,137,0,snp,freebayes,1.0,144
C_3799_T,132,0,snp,freebayes,1.0,166
T_3898_C,162,0,snp,freebayes,1.0,192
T_3916_C,155,0,snp,freebayes,1.0,53
C_4224_A,201,0,snp,freebayes,1.0,22
T_4229_C,210,0,snp,freebayes,1.0,188
G_4248_A,229,0,snp,freebayes,1.0,22
C_4253_A,230,0,snp,freebayes,1.0,2
A_4294_T,279,0,snp,freebayes,1.0,114
C_4331_T,273,0,snp,freebayes,1.0,25
C_4364_A,251,0,snp,freebayes,1.0,117
G_4396_A,257,0,snp,freebayes,1.0,157
T_4408_C,248,0,snp,freebayes,1.0,147
C_4417_T,249,0,snp,freebayes,1.0,191
T_4462_C,200,0,snp,freebayes,1.0,31
G_4514_A,103,0,snp,freebayes,1.0,111
A_4669_C,1259,2,snp,freebayes,0.9984139571768438,233
A_4694_T,1275,0,snp,freebayes,1.0,35
A_4702_G,1274,6,snp,freebayes,0.9953125,136
A_4727_G,1279,0,snp,freebayes,1.0,59
T_4814_C,1768,0,snp,freebayes,1.0,216
T_4837_C,1736,0,snp,freebayes,1.0,2
A_4989_T,781,0,snp,freebayes,1.0,225
C_4996_T,774,1,snp,freebayes,0.9987096774193548,38
T_5050_A,161,0,snp,freebayes,1.0,28
C_5056_T,163,0,snp,freebayes,1.0,142
A_5076_C,161,0,snp,freebayes,1.0,144
G_5093_A,152,0,snp,freebayes,1.0,128
C_5117_T,149,0,snp,freebayes,1.0,164
C_5125_A,148,0,snp,freebayes,1.0,175
T_5138_C,153,0,snp,freebayes,1.0,195
C_5165_T,151,2,snp,freebayes,0.9869281045751634,178
G_5261_A,132,0,snp,freebayes,1.0,32
A_5280_C,105,0,snp,freebayes,1.0,191
A_5661_T,790,0,snp,freebayes,1.0,214
T_5697_C,795,0,snp,freebayes,1.0,133
A_5734_T,821,0,snp,freebayes,1.0,217
C_5751_T,841,0,snp,freebayes,1.0,214
A_5844_T,822,0,snp,freebayes,1.0,206
G_5865_A,810,0,snp,freebayes,1.0,214
G_5894_A,776,0,snp,freebayes,1.0,213
A_5945_G,190,0,snp,freebayes,1.0,187
T_7602_C,534,1,snp,freebayes,0.9981308411214953,213
G_7632_A,700,0,snp,freebayes,1.0,213
T_7650_C,730,0,snp,freebayes,1.0,35
C_7737_A,948,0,snp,freebayes,1.0,136
A_7746_G,971,2,snp,freebayes,0.9979445015416238,125
T_7824_C,969,0,snp,freebayes,1.0,25
T_7833_A,964,1,snp,freebayes,0.9989637305699481,191
C_7869_T,583,0,snp,freebayes,1.0,29
C_7884_T,574,0,snp,freebayes,1.0,197
T_7899_C,572,0,snp,freebayes,1.0,209
G_7917_A,483,0,snp,freebayes,1.0,221
T_7938_C,391,0,snp,freebayes,1.0,207
A_7995_G,252,0,snp,freebayes,1.0,185
