mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,1059,0,snp,freebayes,1.0,167
T_110_C,1055,0,snp,freebayes,1.0,215
T_119_C,1040,4,snp,freebayes,0.9961685823754789,51
A_137_G,1029,0,snp,freebayes,1.0,219
T_144_C,1016,0,snp,freebayes,1.0,218
T_206_G,178,0,snp,freebayes,1.0,144
T_212_C,211,0,snp,freebayes,1.0,37
A_218_T,212,0,snp,freebayes,1.0,151
G_233_T,677,0,snp,freebayes,1.0,203
G_344_A,706,0,snp,freebayes,1.0,212
CAAAAAACT_440_CAAAAAAACT,9,130,ins,freebayes,0.06474820143884892,96
T_521_C,209,0,snp,freebayes,1.0,168
C_648_T,3020,2,snp,freebayes,0.99933818663137,231
T_702_C,3929,0,snp,freebayes,1.0,17
C_726_T,4002,0,snp,freebayes,1.0,124
T_768_C,1879,2,snp,freebayes,0.998936735778841,234
C_810_T,1576,0,snp,freebayes,1.0,216
C_861_T,143,0,snp,freebayes,1.0,141
T_900_C,745,0,snp,freebayes,1.0,208
A_960_C,758,1,snp,freebayes,0.9986824769433466,202
T_969_A,740,0,snp,freebayes,1.0,207
T_1005_A,674,0,snp,freebayes,1.0,181
G_1193_A,1651,1,snp,freebayes,0.9993946731234867,217
C_1208_T,2285,0,snp,freebayes,1.0,211
T_1241_C,2393,0,snp,freebayes,1.0,234
C_1271_T,2431,0,snp,freebayes,1.0,240
G_1390_A,510,0,snp,freebayes,1.0,178
T_1448_C,360,0,snp,freebayes,1.0,159
A_1574_G,144,0,snp,freebayes,1.0,141
A_2343_T,2708,5,snp,freebayes,0.9981570217471434,225
T_2398_C,3576,0,snp,freebayes,1.0,212
G_2422_A,3140,5,snp,freebayes,0.9984101748807631,21
T_2440_C,2717,0,snp,freebayes,1.0,224
C_2544_T,737,0,snp,freebayes,1.0,187
A_2593_G,599,0,snp,freebayes,1.0,187
C_2638_T,1332,3,snp,freebayes,0.9977528089887641,203
G_2725_A,1218,0,snp,freebayes,1.0,37
A_2767_G,218,0,snp,freebayes,1.0,160
T_2824_C,249,0,snp,freebayes,1.0,159
C_2875_A,256,0,snp,freebayes,1.0,169
T_3014_C,235,0,snp,freebayes,1.0,167
T_3064_A,213,0,snp,freebayes,1.0,165
T_3085_A,210,0,snp,freebayes,1.0,145
C_3097_A,203,0,snp,freebayes,1.0,139
C_3110_T,117,0,snp,freebayes,1.0,101
C_3250_T,2051,1,snp,freebayes,0.9995126705653021,220
A_3262_G,2079,0,snp,freebayes,1.0,233
T_3299_C,2064,0,snp,freebayes,1.0,234
C_3316_T,2013,0,snp,freebayes,1.0,234
T_3371_C,635,0,snp,freebayes,1.0,197
T_3376_C,484,1,snp,freebayes,0.9979381443298969,185
T_3391_C,370,0,snp,freebayes,1.0,176
C_3400_T,368,1,snp,freebayes,0.997289972899729,158
T_3430_G,371,0,snp,freebayes,1.0,169
T_3436_C,372,0,snp,freebayes,1.0,172
C_3490_T,189,0,snp,freebayes,1.0,13
T_3547_C,257,0,snp,freebayes,1.0,20
C_3568_T,276,1,snp,freebayes,0.9963898916967509,184
T_3577_C,1286,3,snp,freebayes,0.9976726144297905,221
T_3631_C,1399,0,snp,freebayes,1.0,57
C_3730_T,281,0,snp,freebayes,1.0,165
T_3736_C,173,0,snp,freebayes,1.0,144
C_3799_T,157,0,snp,freebayes,1.0,166
C_3814_T,171,0,snp,freebayes,1.0,33
