mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,846,1,snp,freebayes,0.9988193624557261,167
T_110_C,947,0,snp,freebayes,1.0,215
A_137_G,952,0,snp,freebayes,1.0,219
T_144_C,953,0,snp,freebayes,1.0,218
T_206_G,343,0,snp,freebayes,1.0,144
A_218_T,367,0,snp,freebayes,1.0,151
T_284_C,655,0,snp,freebayes,1.0,6
G_344_A,665,0,snp,freebayes,1.0,212
CAAAAAACT_440_CAAAAAAACT,28,400,ins,freebayes,0.06542056074766354,96
T_521_C,466,0,snp,freebayes,1.0,168
T_579_C,346,0,snp,freebayes,1.0,5
C_648_T,2495,1,snp,freebayes,0.9995993589743589,231
C_726_T,2559,0,snp,freebayes,1.0,124
T_768_C,863,0,snp,freebayes,1.0,234
A_777_G,805,0,snp,freebayes,1.0,4
C_810_T,626,0,snp,freebayes,1.0,216
A_960_C,1043,0,snp,freebayes,1.0,202
T_969_A,1012,0,snp,freebayes,1.0,207
T_1005_A,929,0,snp,freebayes,1.0,181
T_1028_C,118,0,snp,freebayes,1.0,18
C_1042_T,109,0,snp,freebayes,1.0,14
C_1051_T,109,0,snp,freebayes,1.0,15
A_1090_T,106,0,snp,freebayes,1.0,11
G_1193_A,1199,0,snp,freebayes,1.0,217
C_1208_T,1438,3,snp,freebayes,0.9979181124219292,211
T_1241_C,1542,0,snp,freebayes,1.0,234
C_1271_T,1581,0,snp,freebayes,1.0,240
G_1390_A,608,0,snp,freebayes,1.0,178
T_1448_C,607,0,snp,freebayes,1.0,159
A_1574_G,291,0,snp,freebayes,1.0,141
G_1631_A,218,0,snp,freebayes,1.0,118
G_1661_A,173,0,snp,freebayes,1.0,67
T_1670_A,173,0,snp,freebayes,1.0,69
G_1694_A,198,0,snp,freebayes,1.0,32
T_1871_A,165,0,snp,freebayes,1.0,77
T_1880_C,185,0,snp,freebayes,1.0,2
T_1946_C,377,0,snp,freebayes,1.0,99
C_1953_T,377,0,snp,freebayes,1.0,102
G_1970_A,374,0,snp,freebayes,1.0,98
T_2000_G,373,0,snp,freebayes,1.0,55
