mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,682,0,snp,freebayes,1.0,167
T_110_C,978,0,snp,freebayes,1.0,215
A_137_G,998,0,snp,freebayes,1.0,219
T_144_C,1006,0,snp,freebayes,1.0,218
T_206_G,1097,0,snp,freebayes,1.0,144
A_218_T,1085,1,snp,freebayes,0.9990791896869244,151
G_233_T,1052,0,snp,freebayes,1.0,203
G_344_A,634,0,snp,freebayes,1.0,212
CAAAAAACT_440_CAAAAAAACT,32,206,ins,freebayes,0.13445378151260504,96
T_521_C,327,0,snp,freebayes,1.0,168
A_583_G,163,0,snp,freebayes,1.0,2
C_726_T,2877,0,snp,freebayes,1.0,124
T_768_C,3059,4,snp,freebayes,0.9986940907606922,234
C_810_T,2450,2,snp,freebayes,0.9991843393148451,216
C_861_T,484,0,snp,freebayes,1.0,141
T_900_C,479,0,snp,freebayes,1.0,208
T_969_A,419,0,snp,freebayes,1.0,207
T_1005_A,334,0,snp,freebayes,1.0,181
G_1193_A,2004,0,snp,freebayes,1.0,217
C_1208_T,1938,0,snp,freebayes,1.0,211
T_1241_C,1835,0,snp,freebayes,1.0,234
C_1271_T,1932,0,snp,freebayes,1.0,240
G_1390_A,343,0,snp,freebayes,1.0,178
T_1448_C,285,0,snp,freebayes,1.0,159
CAAAAAAATGC_1544_CAAAAAAAATGC,15,143,ins,freebayes,0.0949367088607595,23
A_1574_G,161,0,snp,freebayes,1.0,141
G_1631_A,147,0,snp,freebayes,1.0,118
A_2343_T,1247,2,snp,freebayes,0.9983987189751802,225
T_2398_C,2017,0,snp,freebayes,1.0,212
GAAAAAAGATA_2452_GAAAAAAAGATA,116,838,ins,freebayes,0.12159329140461216,4
C_2544_T,956,0,snp,freebayes,1.0,187
A_2593_G,488,0,snp,freebayes,1.0,187
C_2638_T,450,9,snp,freebayes,0.9803921568627451,203
A_2767_G,224,0,snp,freebayes,1.0,160
C_2875_A,306,0,snp,freebayes,1.0,169
G_2950_A,360,0,snp,freebayes,1.0,130
T_3014_C,387,0,snp,freebayes,1.0,167
T_3064_A,371,0,snp,freebayes,1.0,165
C_3097_A,331,0,snp,freebayes,1.0,139
C_3110_T,243,0,snp,freebayes,1.0,101
G_3115_A,236,0,snp,freebayes,1.0,106
C_3250_T,836,1,snp,freebayes,0.998805256869773,220
A_3262_G,859,0,snp,freebayes,1.0,233
T_3299_C,856,0,snp,freebayes,1.0,234
C_3316_T,831,0,snp,freebayes,1.0,234
T_3371_C,727,0,snp,freebayes,1.0,197
T_3376_C,724,0,snp,freebayes,1.0,185
T_3391_C,743,0,snp,freebayes,1.0,176
C_3400_T,745,0,snp,freebayes,1.0,158
T_3430_G,667,0,snp,freebayes,1.0,169
T_3436_C,650,0,snp,freebayes,1.0,172
G_3484_C,96,570,snp,freebayes,0.14414414414414414,3
C_3568_T,596,1,snp,freebayes,0.998324958123953,184
T_3577_C,637,1,snp,freebayes,0.9984326018808778,221
CAAAAAATATG_3597_CAAAAAAATATG,80,602,ins,freebayes,0.11730205278592376,111
CAAAAAAAG_3696_CAAAAAAAAG,85,566,ins,freebayes,0.130568356374808,7
C_3730_T,311,1,snp,freebayes,0.9967948717948718,165
T_3736_C,333,0,snp,freebayes,1.0,144
C_3799_T,321,0,snp,freebayes,1.0,166
G_3835_A,330,0,snp,freebayes,1.0,2
T_3898_C,318,1,snp,freebayes,0.9968652037617555,192
T_4012_C,116,0,snp,freebayes,1.0,143
C_4048_A,109,0,snp,freebayes,1.0,121
C_4067_A,106,0,snp,freebayes,1.0,119
T_4229_C,568,0,snp,freebayes,1.0,188
A_4294_T,567,0,snp,freebayes,1.0,114
C_4364_A,631,0,snp,freebayes,1.0,117
G_4396_A,611,0,snp,freebayes,1.0,157
T_4408_C,604,2,snp,freebayes,0.9966996699669967,147
C_4500_T,326,0,snp,freebayes,1.0,18
G_4514_A,318,0,snp,freebayes,1.0,111
A_4520_T,311,0,snp,freebayes,1.0,160
