mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,1733,1,snp,freebayes,0.9994232987312572,167
G_96_A,1328,419,snp,freebayes,0.7601602747567258,17
T_110_C,1748,0,snp,freebayes,1.0,215
T_119_C,1303,433,snp,freebayes,0.7505760368663594,51
A_137_G,1721,2,snp,freebayes,0.9988392338943702,219
T_144_C,1717,1,snp,freebayes,0.9994179278230501,218
C_194_T,95,37,snp,freebayes,0.7196969696969697,7
T_206_G,278,0,snp,freebayes,1.0,144
T_212_C,339,75,snp,freebayes,0.8188405797101449,37
A_218_T,420,0,snp,freebayes,1.0,151
G_227_A,182,1055,snp,freebayes,0.1471301535974131,85
G_233_T,1259,0,snp,freebayes,1.0,203
G_344_A,1366,0,snp,freebayes,1.0,212
C_419_T,125,79,snp,freebayes,0.6127450980392157,8
CAAAAAACT_440_CAAAAAAACT,20,225,ins,freebayes,0.08163265306122448,96
C_467_T,118,129,snp,freebayes,0.4777327935222672,13
T_521_C,321,0,snp,freebayes,1.0,168
A_541_T,164,136,snp,freebayes,0.5466666666666666,6
G_580_A,80,89,snp,freebayes,0.47337278106508873,50
C_623_A,2053,1292,snp,freebayes,0.6137518684603886,19
C_648_T,3527,0,snp,freebayes,1.0,231
C_726_T,2695,1554,snp,freebayes,0.6342668863261944,124
T_768_C,1701,0,snp,freebayes,1.0,234
T_783_A,1022,589,snp,freebayes,0.6343885785226567,17
C_810_T,1368,0,snp,freebayes,1.0,216
C_861_T,272,0,snp,freebayes,1.0,141
T_900_C,1578,0,snp,freebayes,1.0,208
A_960_C,1585,0,snp,freebayes,1.0,202
T_969_A,1564,1,snp,freebayes,0.9993610223642172,207
T_1005_A,1418,1,snp,freebayes,0.9992952783650458,181
G_1193_A,1267,0,snp,freebayes,1.0,217
C_1208_T,1614,0,snp,freebayes,1.0,211
T_1241_C,1675,1,snp,freebayes,0.9994033412887828,234
C_1271_T,1599,2,snp,freebayes,0.9987507807620237,240
A_1331_G,404,424,snp,freebayes,0.48792270531400966,9
G_1390_A,388,1,snp,freebayes,0.9974293059125964,178
G_1397_A,200,134,snp,freebayes,0.5988023952095808,11
T_1448_C,326,0,snp,freebayes,1.0,159
A_1568_G,88,109,snp,freebayes,0.4467005076142132,8
A_1574_G,202,0,snp,freebayes,1.0,141
G_1631_A,146,0,snp,freebayes,1.0,118
T_1871_A,158,0,snp,freebayes,1.0,77
T_1926_C,115,54,snp,freebayes,0.6804733727810651,11
T_1946_C,166,0,snp,freebayes,1.0,99
C_1953_T,163,0,snp,freebayes,1.0,102
G_1970_A,137,0,snp,freebayes,1.0,98
C_2129_T,37,69,snp,freebayes,0.3490566037735849,6
C_2175_T,110,0,snp,freebayes,1.0,86
C_2246_T,117,0,snp,freebayes,1.0,97
A_2343_T,1675,2,snp,freebayes,0.9988073941562313,225
T_2398_C,824,1231,snp,freebayes,0.40097323600973234,212
C_2425_A,1114,760,snp,freebayes,0.5944503735325507,20
T_2440_C,1706,0,snp,freebayes,1.0,224
GAAAAAAGATAG_2452_GAAAAAAAGATAG,129,1462,ins,freebayes,0.08108108108108109,139
C_2544_T,605,1,snp,freebayes,0.9983498349834984,187
A_2552_G,365,240,snp,freebayes,0.6033057851239669,15
A_2593_G,780,0,snp,freebayes,1.0,187
C_2638_T,780,3,snp,freebayes,0.9961685823754789,203
A_2767_G,239,0,snp,freebayes,1.0,160
T_2824_C,281,0,snp,freebayes,1.0,159
C_2875_A,286,0,snp,freebayes,1.0,169
G_2950_A,147,0,snp,freebayes,1.0,130
T_3014_C,210,0,snp,freebayes,1.0,167
T_3064_A,331,0,snp,freebayes,1.0,165
T_3085_A,312,0,snp,freebayes,1.0,145
C_3091_T,166,145,snp,freebayes,0.5337620578778135,11
C_3097_A,305,0,snp,freebayes,1.0,139
C_3110_T,225,1,snp,freebayes,0.995575221238938,101
G_3115_A,218,0,snp,freebayes,1.0,106
C_3250_T,1194,757,snp,freebayes,0.6119938493080471,220
A_3262_G,1966,0,snp,freebayes,1.0,233
T_3299_C,1968,0,snp,freebayes,1.0,234
C_3316_T,1930,0,snp,freebayes,1.0,234
T_3328_A,1182,743,snp,freebayes,0.614025974025974,18
G_3361_A,713,1190,snp,freebayes,0.3746715712033631,78
T_3371_C,395,0,snp,freebayes,1.0,197
T_3376_C,254,0,snp,freebayes,1.0,185
T_3391_C,227,0,snp,freebayes,1.0,176
C_3400_T,232,0,snp,freebayes,1.0,158
T_3430_G,230,0,snp,freebayes,1.0,169
T_3436_C,224,0,snp,freebayes,1.0,172
T_3577_C,1335,0,snp,freebayes,1.0,221
T_3619_C,508,848,snp,freebayes,0.3746312684365782,96
T_3631_C,840,526,snp,freebayes,0.6149341142020498,57
A_3637_G,848,529,snp,freebayes,0.615831517792302,17
CAAAAAAAGT_3696_CAAAAAAAAGT,74,1211,ins,freebayes,0.05758754863813229,6
C_3730_T,256,3,snp,freebayes,0.9884169884169884,165
T_3736_C,211,0,snp,freebayes,1.0,144
C_3799_T,221,0,snp,freebayes,1.0,166
A_3865_G,338,228,snp,freebayes,0.5971731448763251,13
T_3898_C,502,0,snp,freebayes,1.0,192
T_4012_C,252,1,snp,freebayes,0.9960474308300395,143
G_4022_A,245,0,snp,freebayes,1.0,123
T_4028_G,185,0,snp,freebayes,1.0,10
C_4056_T,59,184,snp,freebayes,0.24279835390946503,60
C_4112_T,229,0,snp,freebayes,1.0,120
T_4117_A,227,0,snp,freebayes,1.0,104
T_4229_C,856,0,snp,freebayes,1.0,188
A_4294_C,293,2,snp,freebayes,0.9932203389830508,80
A_4294_T,569,2,snp,freebayes,0.9964973730297724,114
A_4334_G,537,286,snp,freebayes,0.6524908869987849,13
C_4364_A,138,0,snp,freebayes,1.0,117
G_4396_A,325,0,snp,freebayes,1.0,157
T_4408_C,339,0,snp,freebayes,1.0,147
C_4417_T,580,0,snp,freebayes,1.0,191
C_4475_T,463,272,snp,freebayes,0.6299319727891156,15
C_4500_T,449,262,snp,freebayes,0.6315049226441631,18
G_4514_A,424,251,snp,freebayes,0.6281481481481481,111
A_4520_T,664,1,snp,freebayes,0.9984962406015038,160
C_4529_T,644,0,snp,freebayes,1.0,168
T_4534_C,637,0,snp,freebayes,1.0,181
A_4539_G,174,356,snp,freebayes,0.3283018867924528,6
T_4643_G,1805,52,snp,freebayes,0.971997845988153,15
A_4669_C,2108,0,snp,freebayes,1.0,233
A_4686_G,2168,4,snp,freebayes,0.998158379373849,231
T_4814_C,625,0,snp,freebayes,1.0,216
C_4857_A,391,189,snp,freebayes,0.6741379310344827,15
C_4929_T,654,1078,snp,freebayes,0.37759815242494227,15
C_4947_T,658,1087,snp,freebayes,0.37707736389684815,8
A_4989_T,1721,0,snp,freebayes,1.0,225
T_5006_C,1666,2,snp,freebayes,0.9988009592326139,104
C_5011_A,636,1026,snp,freebayes,0.38267148014440433,2
C_5016_A,1019,625,snp,freebayes,0.6198296836982968,16
A_5076_C,283,0,snp,freebayes,1.0,144
G_5093_A,309,0,snp,freebayes,1.0,128
C_5117_T,520,0,snp,freebayes,1.0,164
C_5125_A,521,1,snp,freebayes,0.9980842911877394,175
T_5138_C,627,0,snp,freebayes,1.0,195
T_5174_C,895,0,snp,freebayes,1.0,164
T_5210_C,1225,0,snp,freebayes,1.0,167
C_5262_A,676,350,snp,freebayes,0.6588693957115009,7
A_5280_C,951,0,snp,freebayes,1.0,191
A_5297_G,592,327,snp,freebayes,0.6441784548422198,13
T_5302_C,911,0,snp,freebayes,1.0,190
C_5348_T,395,1,snp,freebayes,0.9974747474747475,117
A_5353_G,366,1,snp,freebayes,0.997275204359673,113
C_5416_A,134,0,snp,freebayes,1.0,74
A_5661_T,1035,3,snp,freebayes,0.9971098265895953,214
G_5668_A,1036,0,snp,freebayes,1.0,160
T_5697_C,321,711,snp,freebayes,0.311046511627907,133
A_5734_T,1025,3,snp,freebayes,0.9970817120622568,217
C_5751_T,1025,0,snp,freebayes,1.0,214
A_5844_T,726,0,snp,freebayes,1.0,206
C_5850_T,536,199,snp,freebayes,0.7292517006802721,33
G_5865_A,753,0,snp,freebayes,1.0,214
G_5894_A,863,0,snp,freebayes,1.0,213
T_5908_C,228,640,snp,freebayes,0.2626728110599078,2
A_5945_G,468,0,snp,freebayes,1.0,187
C_5952_T,75,143,snp,freebayes,0.3440366972477064,7
G_5970_A,218,1,snp,freebayes,0.9954337899543378,132
T_6003_C,199,0,snp,freebayes,1.0,116
C_6021_T,137,0,snp,freebayes,1.0,93
T_7593_C,1092,505,snp,freebayes,0.6837820914214151,13
T_7602_C,1604,0,snp,freebayes,1.0,213
G_7632_A,1629,0,snp,freebayes,1.0,213
C_7737_A,131,0,snp,freebayes,1.0,136
T_7833_A,497,0,snp,freebayes,1.0,191
C_7884_T,878,1,snp,freebayes,0.9988623435722411,197
T_7899_C,1257,0,snp,freebayes,1.0,209
CAAAAAAC_7908_CAAAAAAAC,102,1082,ins,freebayes,0.08614864864864864,113
G_7917_A,1143,0,snp,freebayes,1.0,221
T_7970_C,817,370,snp,freebayes,0.6882898062342039,27
A_7995_G,818,0,snp,freebayes,1.0,185
TAAAAA_8057_TCAAAA,336,1,snp,freebayes,0.9970326409495549,108
C_8063_A,340,11,snp,freebayes,0.9686609686609686,153
G_8202_A,545,0,snp,freebayes,1.0,125
T_8212_C,537,1,snp,freebayes,0.9981412639405205,126
CAAAAGAAC_8225_CAAAAAAAC,471,0,snp,freebayes,1.0,78
T_8243_A,523,0,snp,freebayes,1.0,119
A_8252_C,59,461,snp,freebayes,0.11346153846153846,4
A_8265_G,444,55,snp,freebayes,0.8897795591182365,30
G_8503_T,132,0,snp,freebayes,1.0,62
T_8554_C,127,0,snp,freebayes,1.0,62
C_12109_A,111,34,snp,freebayes,0.7655172413793103,12
T_12133_C,137,0,snp,freebayes,1.0,34
C_12157_A,131,0,snp,freebayes,1.0,31
T_12211_C,139,0,snp,freebayes,1.0,38
G_12973_T,118,0,snp,freebayes,1.0,85
A_13210_G,220,0,snp,freebayes,1.0,144
A_13233_G,110,115,snp,freebayes,0.4888888888888889,13
G_13245_A,92,100,snp,freebayes,0.4791666666666667,14
A_13263_G,93,95,snp,freebayes,0.4946808510638298,12
A_13450_C,52,55,snp,freebayes,0.48598130841121495,27
A_13456_G,105,0,snp,freebayes,1.0,72
