mutation,alt_reads,ref_reads,type,app,allele_frequency,sample_exist'
C_88_T,390,0,snp,freebayes,1.0,167
T_110_C,414,0,snp,freebayes,1.0,215
A_137_G,426,1,snp,freebayes,0.9976580796252927,219
T_144_C,420,0,snp,freebayes,1.0,218
T_206_G,112,1,snp,freebayes,0.9911504424778761,144
A_218_T,123,0,snp,freebayes,1.0,151
G_227_A,199,0,snp,freebayes,1.0,85
G_233_T,195,0,snp,freebayes,1.0,203
T_278_A,316,0,snp,freebayes,1.0,35
G_344_A,327,0,snp,freebayes,1.0,212
T_416_C,218,0,snp,freebayes,1.0,6
T_521_C,266,0,snp,freebayes,1.0,168
A_535_C,229,0,snp,freebayes,1.0,8
G_549_A,188,0,snp,freebayes,1.0,8
C_557_T,155,0,snp,freebayes,1.0,27
TAAAACT_572_TAAAAAAACT,111,0,ins,freebayes,1.0,6
G_580_A,108,0,snp,freebayes,1.0,50
G_619_A,876,0,snp,freebayes,1.0,12
C_648_T,1007,2,snp,freebayes,0.998017839444995,231
G_690_A,943,0,snp,freebayes,1.0,94
T_768_C,831,0,snp,freebayes,1.0,234
C_810_T,658,0,snp,freebayes,1.0,216
C_861_T,124,0,snp,freebayes,1.0,141
T_900_C,431,0,snp,freebayes,1.0,208
A_960_C,441,1,snp,freebayes,0.997737556561086,202
T_969_A,434,0,snp,freebayes,1.0,207
G_1193_A,435,1,snp,freebayes,0.9977064220183486,217
C_1208_T,549,2,snp,freebayes,0.9963702359346642,211
T_1241_C,641,0,snp,freebayes,1.0,234
C_1271_T,678,0,snp,freebayes,1.0,240
G_1390_A,335,0,snp,freebayes,1.0,178
T_1448_C,328,0,snp,freebayes,1.0,159
A_1574_G,248,1,snp,freebayes,0.9959839357429718,141
G_1631_A,178,0,snp,freebayes,1.0,118
G_1661_A,106,0,snp,freebayes,1.0,67
T_1670_A,103,0,snp,freebayes,1.0,69
T_1871_A,127,0,snp,freebayes,1.0,77
G_1922_A,126,0,snp,freebayes,1.0,7
T_1946_C,123,0,snp,freebayes,1.0,99
C_1953_T,124,0,snp,freebayes,1.0,102
G_1970_A,113,0,snp,freebayes,1.0,98
A_2114_G,125,0,snp,freebayes,1.0,91
C_2175_T,146,0,snp,freebayes,1.0,86
C_2246_T,156,0,snp,freebayes,1.0,97
T_2330_G,357,68,snp,freebayes,0.84,38
A_2343_T,540,1,snp,freebayes,0.9981515711645101,225
T_2398_C,813,0,snp,freebayes,1.0,212
T_2440_C,617,0,snp,freebayes,1.0,224
C_2449_T,640,0,snp,freebayes,1.0,6
T_2488_C,389,0,snp,freebayes,1.0,7
C_2544_T,315,0,snp,freebayes,1.0,187
A_2593_G,302,0,snp,freebayes,1.0,187
C_2638_T,429,3,snp,freebayes,0.9930555555555556,203
C_2731_T,432,0,snp,freebayes,1.0,43
A_2767_G,229,0,snp,freebayes,1.0,160
T_2824_C,249,0,snp,freebayes,1.0,159
C_2875_A,300,0,snp,freebayes,1.0,169
G_2950_A,263,0,snp,freebayes,1.0,130
T_3014_C,279,0,snp,freebayes,1.0,167
T_3064_A,245,0,snp,freebayes,1.0,165
T_3085_A,215,0,snp,freebayes,1.0,145
C_3097_A,196,0,snp,freebayes,1.0,139
C_3250_T,497,2,snp,freebayes,0.9959919839679359,220
A_3262_G,555,0,snp,freebayes,1.0,233
T_3299_C,621,0,snp,freebayes,1.0,234
C_3316_T,609,4,snp,freebayes,0.9934747145187602,234
G_3361_A,509,0,snp,freebayes,1.0,78
T_3371_C,318,0,snp,freebayes,1.0,197
T_3376_C,284,0,snp,freebayes,1.0,185
T_3391_C,215,0,snp,freebayes,1.0,176
C_3400_T,220,0,snp,freebayes,1.0,158
T_3430_G,215,0,snp,freebayes,1.0,169
T_3436_C,213,0,snp,freebayes,1.0,172
C_3568_T,392,0,snp,freebayes,1.0,184
